Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,SP500_SMA_30,SP500_SMA_50,SP500_EMA_30,SP500_EMA_50,SP500_MACD,SP500_Signal_Line,SP500_RSI
2011-06-09,6.58312317365733,6.701738460812401,6.409154538309578,6.440785884857178,250900,0.0,0.0,7.00552674929301,7.033807935714722,6.961617035380805,7.005847181073387,-0.1006501196273159,-0.0435903002929887,27.439029771061968,7.348131856725073,6.552191724970483,APO,4,1289.0,1294.5400390625,1279.6300048828125,1279.6300048828125,3332510000,1329.864326985677,1329.1206005859376,1318.5902615581997,1320.1137725444455,-12.494157030971792,-7.33883780606892,29.21104956352235
2011-06-10,6.496137249207666,6.5119521635189725,6.120523419123769,6.1837849617004395,335300,0.0,0.0,6.975915193557739,7.015338115692138,6.911434320949814,6.97360944698033,-0.1460372399083649,-0.064079688216064,21.298652643027467,7.408484276168846,6.390898934967019,APO,1,1270.97998046875,1288.5999755859375,1268.280029296875,1288.5999755859375,3846250000,1326.8809936523437,1327.975,1315.5186305201707,1318.186957168928,-14.247953135300804,-8.720660871915298,27.5950852148989
2011-06-13,6.1640158370918705,6.243092295055921,6.037493504349389,6.13238525390625,560500,0.0,0.0,6.944980939229329,6.997402381896973,6.861173090817972,6.940620262938209,-0.1840329690704516,-0.0880703443869415,21.98380706866945,7.450102999251525,6.249057528931457,APO,4,1271.8299560546875,1277.0400390625,1265.6400146484375,1271.31005859375,4132520000,1323.821659342448,1326.895,1312.7000063611074,1316.369035556605,-15.391835755651528,-10.054895848662545,31.631113623337967
2011-06-14,6.17587776546867,6.337984990168138,6.17587776546867,6.326123237609863,114700,0.0,0.0,6.9190727233886715,6.983341407775879,6.826653745449707,6.916522340376313,-0.1962495790407965,-0.1097061913177125,31.264922306860925,7.459111710208168,6.1763825219695665,APO,4,1287.8699951171875,1292.5,1272.219970703125,1272.219970703125,3500280000,1321.37666015625,1326.00419921875,1311.0980701518224,1315.2514261276085,-14.833087276517062,-11.010534134233447,39.77392659952247
2011-06-15,6.266816507135029,6.424969450473998,6.247047294951067,6.314262390136719,210800,0.0,0.0,6.89172773361206,6.9699804401397705,6.79359623865532,6.892904303112016,-0.204530699140311,-0.1286710928822322,32.5870431837873,7.476676420554063,6.119348474160293,APO,4,1265.4200439453125,1287.8699951171875,1261.9000244140625,1287.8699951171875,4070500000,1318.3366617838542,1324.6552001953123,1308.1511007191443,1313.2972542773225,-16.01716263818207,-12.011859835023174,32.48711685507578
2011-06-16,6.243093417778943,6.3458926430859,6.179832240031167,6.274724006652832,187600,0.0,0.0,6.866839838027954,6.955047702789306,6.760120610784193,6.86866193854499,-0.2118419811014336,-0.1453052705260725,24.86616099891845,7.475163908324426,6.051273898758705,APO,4,1267.6400146484375,1274.1099853515625,1258.0699462890625,1265.530029296875,3846250000,1315.6806640625,1323.355400390625,1305.5374822629697,1311.506774291876,-16.58523356187925,-12.92653458039439,31.173379341688843
2011-06-17,6.3142609260601565,6.330076216726989,6.250999763392823,6.3063530921936035,200300,0.0,0.0,6.843526840209961,6.9398102378845214,6.730845287004155,6.846610611237092,-0.212632921898475,-0.158770800800553,16.863857504509184,7.455816724281166,5.998661491890098,APO,3,1271.5,1279.8199462890625,1267.4000244140625,1268.5799560546875,4916460000,1313.560664876302,1322.074599609375,1303.3415156653589,1309.9378811823906,-16.533378803831965,-13.647903425081909,30.474356954267947
2011-06-20,6.29844630090093,6.322169050874642,6.17587750248238,6.207508087158203,45000,0.0,0.0,6.816528542836507,6.923298826217652,6.697081596691514,6.821547767155567,-0.2187145092847524,-0.1707595424973929,16.473930715442677,7.431135296079091,5.9383357770715435,APO,3,1278.3599853515625,1280.4200439453125,1267.56005859375,1271.5,3464660000,1311.4993326822917,1320.9715991210935,1301.7298040322107,1308.6995323262795,-15.75710198468073,-14.069743137001671,27.011942556830633
2011-06-21,6.254954230525527,6.4447377466619855,6.231231479541634,6.326123237609863,244900,0.0,0.0,6.786585028966268,6.909237852096558,6.673148799331408,6.8021193542322065,-0.2115246354427036,-0.1789125610864551,23.70568634409875,7.404216305888545,5.901993306004156,APO,3,1295.52001953125,1297.6199951171875,1278.4000244140625,1278.4000244140625,4056150000,1309.8069986979167,1320.3185986328126,1301.3291727740843,1308.182688687259,-13.600448166343083,-13.975884142869957,42.78563772974393
2011-06-22,6.314260655016515,6.507997674569236,6.314260655016515,6.452644348144531,295200,0.0,0.0,6.758125384648641,6.897238664627075,6.658922705706448,6.78841445203269,-0.1933881541227462,-0.1818076796937133,30.35704836246435,7.371285673906673,5.885501149366032,APO,3,1287.1400146484375,1298.6099853515625,1286.7900390625,1295.47998046875,3718420000,1307.472998046875,1319.5721997070314,1300.413743217591,1307.357485783776,-12.42426168204247,-13.66555965070446,40.6966804325377
2011-06-23,6.4131080835638405,6.440785510182936,6.326124148016411,6.365662574768066,146800,0.0,0.0,6.729760233561198,6.882484521865845,6.6400026972588115,6.771835947041921,-0.1839135235673676,-0.1822288484684442,28.813554372637785,7.346052227214154,5.860521068379108,APO,3,1283.5,1286.5999755859375,1262.8699951171875,1286.5999755859375,4983450000,1305.520332845052,1318.9589990234374,1299.3225339777464,1306.4218981059807,-11.651532565932484,-13.262754233750066,43.568542553582525
2011-06-24,6.330077155129288,6.401246162213624,6.322169320090438,6.326123237609863,174100,0.0,0.0,6.700858052571615,6.867642459869384,6.619752409539525,6.754357017260271,-0.1775486345173131,-0.181292805678218,31.481396400966588,7.294375006591064,5.84300607022168,APO,3,1268.449951171875,1283.9300537109375,1267.239990234375,1283.0400390625,3665340000,1302.8469970703125,1318.0397973632812,1297.3307544418838,1304.9328021477806,-12.113910714062284,-13.03298552981251,43.21484961826138
2011-06-27,6.334030119737762,6.4249679466056,6.322168368964006,6.373568534851074,24600,0.0,0.0,6.675489934285482,6.852577829360962,6.603869578914464,6.739424135597166,-0.1667537417834435,-0.1783849928992631,38.30403448508116,7.195441327921464,5.860095609792158,APO,3,1280.0999755859375,1284.9100341796875,1267.530029296875,1268.43994140625,3479070000,1300.9246622721355,1317.351396484375,1296.2190912898873,1303.958965812022,-11.4087758544772,-12.708143594745447,48.28369857783634
2011-06-28,6.492183094128278,6.745227746894553,6.424968013970668,6.559398174285889,378500,0.0,0.0,6.662043666839599,6.839277219772339,6.601000456035202,6.732364293977116,-0.1415718603785363,-0.1710223663951177,47.84941373583212,7.105792357561703,5.8932047585271645,APO,2,1296.6700439453125,1296.800048828125,1280.2099609375,1280.2099609375,3681500000,1299.8313313802084,1316.8911962890625,1296.248185009592,1303.6731257388178,-9.404476413262728,-12.047410158448905,55.621255737960006
2011-06-29,6.492184450522253,6.990366780339113,6.43683110969795,6.7729058265686035,515200,0.0,0.0,6.664175335566203,6.8327460289001465,6.612091125101873,6.733954158000312,-0.1031971621113569,-0.1574573255383656,61.052598171298726,7.039617609168525,5.927748847816948,APO,2,1307.4100341796875,1309.2099609375,1296.8499755859375,1296.8499755859375,4347540000,1299.1123331705728,1316.9365966796877,1296.9683043108887,1303.8196711678715,-6.870231460130071,-11.011974418785138,55.99714010995784
2011-06-30,6.800582408905029,6.828259075889604,6.741274403500809,6.800582408905029,227800,0.0,0.0,6.658508253097534,6.826612157821655,6.624251853089174,6.736567030584811,-0.0697476607514149,-0.1399153925809755,74.22370972852593,6.979743350545593,5.961527763803773,APO,2,1320.6400146484375,1321.969970703125,1307.6400146484375,1307.6400146484375,4200500000,1298.4443318684896,1317.0969970703125,1298.4955114294405,1304.479292480835,-3.751035616606032,-9.559786658349315,66.6980530328342
2011-07-01,6.768952202533511,6.81244378702346,6.674059690241887,6.776859283447266,150400,0.0,0.0,6.650205262502035,6.81976954460144,6.634097493757438,6.738147118932359,-0.0446383843862516,-0.1208599909420307,75.87311918526743,6.91000435024515,6.003194740712492,APO,2,1339.6700439453125,1341.010009765625,1318.1800537109375,1320.6400146484375,3796930000,1298.3133341471355,1317.2831982421876,1301.1519328820773,1305.8593219500303,0.2535906504824652,-7.597111196582961,70.32599361267283
2011-07-05,6.753135251372945,6.820350328251449,6.685920174494442,6.717550754547119,158700,0.0,0.0,6.638870970408122,6.812677927017212,6.639481575098708,6.737339418368232,-0.0291883395749676,-0.1025256606686181,67.61565866846124,6.875055950101198,6.021932155672727,APO,2,1337.8800048828125,1340.8900146484375,1334.300048828125,1339.5899658203125,3722320000,1298.4670003255208,1317.2931982421876,1303.5214859143828,1307.1150350062178,3.24543329178573,-5.428602298909223,66.38274525611311
2011-07-06,6.685919232320996,6.721503724132289,6.602889254182918,6.674057483673096,141800,0.0,0.0,6.629381624857585,6.805107002258301,6.641712278877701,6.734857773870384,-0.0202205216349957,-0.0860646328618936,65.74383460632745,6.872435415038897,6.022970926513837,APO,2,1339.219970703125,1340.93994140625,1330.9200439453125,1337.56005859375,3564190000,1299.195332845052,1317.37259765625,1305.8246139652697,1308.3740520923711,5.659376414748522,-3.2110065561776744,78.05651129139893
2011-07-07,6.7887209180852315,6.7887209180852315,6.626614073113155,6.670106410980225,164900,0.0,0.0,6.620156097412109,6.796519823074341,6.643544158368187,6.732318504737436,-0.0132792054394625,-0.0715075473774074,67.85720900362537,6.8794271268944005,6.020723792066171,APO,2,1353.219970703125,1356.47998046875,1339.6199951171875,1339.6199951171875,4069530000,1300.4266642252603,1317.492197265625,1308.882378916099,1310.1327155673027,8.602957192970052,-0.848213806348129,79.86038171417863
2011-07-08,6.832214034556486,6.832214034556486,6.602892074989166,6.721506595611572,139400,0.0,0.0,6.615279722213745,6.788960647583008,6.648573993029051,6.731894508301128,-0.0035892226895848,-0.0579238824398429,68.42117512642025,6.9102120070745086,6.018010982961502,APO,2,1343.800048828125,1352.3900146484375,1333.7099609375,1352.3900146484375,3594360000,1301.2043334960938,1317.2549975585937,1311.1351318136492,1311.4530031461586,10.059695291941807,1.3333680133098584,74.2845615525535
2011-07-11,6.662198356742671,6.7175516910183495,6.468460932645178,6.539629936218262,50700,0.0,0.0,6.599332539240519,6.778310613632202,6.641545344202549,6.724354721160624,-0.0104651324218867,-0.0484321324362516,63.72552497162315,6.908904472192948,6.054903015294846,APO,2,1319.489990234375,1343.31005859375,1316.4200439453125,1343.31005859375,3879130000,1300.9976684570313,1316.4351977539063,1311.674154937567,1311.7681791104023,9.147109979760671,2.896116406600021,62.36545012415472
2011-07-12,6.622662116045843,6.681969387154008,6.4289246282216395,6.583123683929443,75900,0.0,0.0,6.5790363311767575,6.76876482963562,6.637776204830091,6.718816249112343,-0.0122633937061671,-0.0411983846902347,61.3241199980334,6.900205015623271,6.108676314866841,APO,2,1313.6400146484375,1327.1700439453125,1313.3299560546875,1319.6099853515625,4227890000,1300.4156697591145,1315.4357983398438,1311.800984596333,1311.8415844256194,7.861216198635248,3.8891363650070665,55.845155111867506
2011-07-13,6.638474582519195,6.638474582519195,6.345890778727957,6.480320930480957,102100,0.0,0.0,6.557553815841675,6.756303853988648,6.627617800033374,6.709463491518955,-0.021733323549216,-0.037305372462031,51.24553754981765,6.89920027063755,6.125100829139672,APO,2,1317.719970703125,1331.47998046875,1314.449951171875,1314.449951171875,4060080000,1299.4996704101563,1314.5657983398437,1312.1828546677389,1312.0721093776783,7.0896296314761,4.529235018300874,60.14596588999097
2011-07-14,6.4249682592441015,6.622659590297766,6.334030427951235,6.428922176361084,131500,0.0,0.0,6.535544141133626,6.742190055847168,6.614798727538387,6.6984618713166855,-0.0330052965634548,-0.0364453572823158,52.941085185390456,6.895882552046604,6.139884526353054,APO,2,1308.8699951171875,1326.8800048828125,1306.510009765625,1317.739990234375,4358570000,1299.3103352864584,1313.6107983398438,1311.96912179351,1311.946536269424,5.698335782755521,4.763055171191803,58.13610081309725
2011-07-15,6.4763646344876395,6.6424253048146165,6.413103498566146,6.523810863494873,162800,0.0,0.0,6.517619975407919,6.732239055633545,6.608928542761387,6.691612812186419,-0.033891017796833,-0.0359344893852192,58.74108299096207,6.890601474701134,6.170074289382729,APO,2,1316.1400146484375,1317.699951171875,1307.52001953125,1308.8699951171875,4242760000,1299.4170043945312,1312.987199707031,1312.2382116551182,1312.1109864019345,5.123297023056921,4.835103541564827,66.09736782034494
