Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,SP500_SMA_30,SP500_SMA_50,SP500_EMA_30,SP500_EMA_50,SP500_MACD,SP500_Signal_Line,SP500_RSI
2007-02-12,3.2697168455329746,3.3122228170245505,3.116039813838725,3.12584924697876,180890,0,0.0,0.0,2.917459559440613,2.8333821439743043,2.959057588687732,2.870164488994757,0.1146604765004308,0.0965381731683734,67.26607317046944,3.338345768211869,2.6161359765543666,AFSI,1,1433.3699951171875,1439.1099853515625,1431.43994140625,1438.0,2395680000,1429.5109944661458,1423.4161987304688,1430.928608290268,1420.9049178357675,6.386721084950295,6.854768286067866,53.34161287240865
2007-02-13,3.1258499242085227,3.306991785517158,3.111561091459929,3.204322576522827,123095,0,0.0,0.0,2.9311923662821453,2.847231373786926,2.9748811362899965,2.883268727721348,0.1146809450977,0.1001667275542387,69.36020116254748,3.3617494185356884,2.6336037556739065,AFSI,1,1444.260009765625,1444.4100341796875,1433.219970703125,1433.219970703125,2652150000,1430.1619954427083,1424.3117993164062,1431.788698708033,1421.8208037938014,6.319794573686977,6.747773543591689,52.60567730050199
2007-02-14,3.2010526348385384,3.3187620639801025,3.2010526348385384,3.3187620639801025,1355187,0,0.0,0.0,2.948630825678507,2.8627169704437256,2.9970670025925843,2.9003468977707114,0.1225191523132616,0.1046372125060433,74.15371940766249,3.4003460179091856,2.648957442211969,AFSI,1,1455.300048828125,1457.6500244140625,1443.9100341796875,1443.9100341796875,2699290000,1431.3953287760417,1425.4052001953123,1433.3055600061036,1423.1337153637749,7.076025698638205,6.813423974600992,71.19899258448561
2007-02-15,3.292605616428698,3.3678087044244047,3.2762561183526375,3.331841468811035,1084126,0,0.0,0.0,2.966941253344218,2.877159285545349,3.018665355251839,2.917268253497783,0.1283073395220717,0.109371237909249,76.08693436896723,3.4359230955465145,2.6656958858148743,AFSI,1,1456.81005859375,1457.969970703125,1453.18994140625,1455.1500244140625,2490920000,1432.735664876302,1426.6072021484374,1434.8219792698228,1424.4543562747542,7.708332621728232,6.9924057040264405,73.4461082248864
2007-02-16,3.331841684059399,3.4332027681403745,3.2697175868187616,3.3939669132232666,936919,0,0.0,0.0,2.9849246899286905,2.8943447160720823,3.0428783589919317,2.935962318585057,0.1363359280345415,0.1147641759343075,75.16127021537588,3.478232337626932,2.679952786770346,AFSI,1,1455.5400390625,1456.77001953125,1451.5699462890625,1456.77001953125,2399450000,1433.9756673177085,1427.5356030273438,1436.1586282887054,1425.6734026585875,8.014573437932768,7.196839250807706,73.73569751329643
2007-02-20,3.6326560957186023,3.6326560957186023,3.3923318299608543,3.465900421142578,1523622,0,0.0,0.0,3.007812730471293,2.910163369178772,3.070170104937135,2.956744204959862,0.1468107324520109,0.1211734872378482,73.7201058567112,3.5219859322398936,2.7048633137851916,AFSI,4,1459.6800537109375,1460.530029296875,1449.199951171875,1455.530029296875,2337860000,1435.641337076823,1428.43400390625,1437.6761396062689,1427.0069968175032,8.493429109900717,7.456157222626309,72.20143814130599
2007-02-21,3.469169367585381,3.492057605696389,3.410314652772425,3.459360122680664,261580,0,0.0,0.0,3.031136703491211,2.927155394554138,3.0952791383399436,2.9764546331057757,0.152822698059027,0.1275033294020839,72.1830022198613,3.556369149889881,2.7352203009463008,AFSI,1,1457.6300048828125,1459.5999755859375,1452.02001953125,1459.5999755859375,2606980000,1437.1343383789062,1429.328603515625,1438.9634857531428,1428.2078990945745,8.608273059086287,7.686580389918305,65.60432716205835
2007-02-22,3.482247829437256,3.482247829437256,3.4332016123976064,3.482247829437256,200068,0,0.0,0.0,3.054569657643636,2.9429747581481935,3.120244860346222,2.996289660412893,0.1576171582837502,0.1335260951784172,70.52230592861267,3.586757286088599,2.7702263994048706,AFSI,1,1456.3800048828125,1461.5699462890625,1450.510009765625,1457.2900390625,1950770000,1438.6100056966145,1430.3104028320313,1440.0871321486054,1429.3126875568582,8.500435434555357,7.849351398845716,59.37500685107195
2007-02-23,3.6386731336804754,3.89423390063878,3.5312951040601233,3.5901505947113037,4180095,0,0.0,0.0,3.0804004430770875,2.959973511695862,3.1505613593375177,3.0195783245030268,0.1681849228317196,0.1404578607090777,71.78568908104214,3.625862035736336,2.8095949077756273,AFSI,4,1451.18994140625,1456.219970703125,1448.3599853515625,1456.219970703125,2579950000,1439.821337890625,1431.13740234375,1440.8034424232922,1430.1706190803638,7.905054050430181,7.86049192916261,52.396365072433184
2007-02-26,3.6261158671266966,3.6261158671266966,3.5084064345696166,3.5966885089874268,502159,0,0.0,0.0,3.106340169906616,2.9771030235290525,3.179343756089125,3.0422100964435916,0.1750694161624775,0.1473801717997576,72.75975152838065,3.6456779319601127,2.8711949985666205,AFSI,1,1449.3699951171875,1456.949951171875,1445.47998046875,1451.0400390625,2822170000,1440.673006184896,1431.8640014648438,1441.3561232422533,1430.9235357876903,7.20332016743896,7.72905757681788,52.02243065107391
2007-02-27,3.5149459260592937,3.5966888896706934,3.3579994962946422,3.3710784912109375,656207,0,0.0,0.0,3.1253045479456585,2.989720335006714,3.19171373900021,3.0551068962383896,0.1604707765714996,0.1499982927541061,62.269906060095686,3.6300639395721257,2.935527777194232,AFSI,1,1399.0400390625,1449.25,1389.4200439453125,1449.25,4065230000,1439.6166748046876,1431.6136010742186,1438.6260532951726,1429.673202582781,2.5565142756338446,6.694548916581073,27.366914659250966
2007-02-28,3.351460879434415,3.5966894297869585,3.335112510641728,3.531294822692871,1446143,0,0.0,0.0,3.1498274326324465,3.005541973114014,3.21362219601264,3.073780932569938,0.1599851591575092,0.1519956660347867,64.45084774409432,3.648267765305132,2.969312457778364,AFSI,1,1406.8199462890625,1415.8900146484375,1396.6500244140625,1398.6400146484375,3925250000,1438.780672200521,1431.48580078125,1436.5740463915529,1428.7769964536155,-0.4926602970303975,5.25710707385878,31.039301010572913
2007-03-01,3.521485183769267,3.607151378075339,3.4168536200808015,3.586879014968872,591193,0,0.0,0.0,3.1767480929692584,3.0198003387451173,3.2377032811065907,3.093902425997347,0.1622155635969697,0.1540396455472233,67.60562657041339,3.6735154990126424,2.9980149622986976,AFSI,1,1403.1700439453125,1409.4599609375,1380.8699951171875,1406.800048828125,3874910000,1437.865673828125,1431.039401855469,1434.418949459537,1427.7728022376036,-3.1671606728696133,3.5722535245131017,30.51958382720927
2007-03-02,3.6261158015671553,3.711128503372638,3.462630271911621,3.462630271911621,612833,0,0.0,0.0,3.198546226819356,3.0326176071166993,3.2522146998682055,3.108362341523397,0.1522028404085387,0.1536722845194864,58.08219024831597,3.6793843042658456,3.026151250620019,AFSI,0,1387.1700439453125,1403.4000244140625,1386.8699951171875,1403.1600341796875,3312260000,1436.5590087890623,1430.2410034179688,1431.3706329747488,1426.1805372065337,-6.502827227468742,1.5572373741167331,29.076547661230503
2007-03-05,3.39723627070251,3.593419694858033,3.393966899120477,3.400506019592285,265979,0,0.0,0.0,3.2176195780436196,3.047063126564026,3.2617818817858883,3.1198189563496284,0.1376678281481567,0.1504713932452205,62.35296993966313,3.6813575002595114,3.0451042917326765,AFSI,0,1374.1199951171875,1391.8599853515625,1373.969970703125,1387.1099853515625,3480520000,1434.6796752929688,1429.2738037109375,1427.6770434355517,1424.1389473206768,-10.083164437703545,-0.7708429882473223,27.206273233938873
2007-03-06,3.4430117819683512,3.5280241064661584,3.305683106980814,3.462630271911621,409582,0,0.0,0.0,3.240398613611857,3.0609895372390747,3.274739842439162,3.1332625373520595,0.1296669147029816,0.1463104975367727,61.79105660141624,3.6863123637526978,3.0682689684540283,AFSI,0,1395.4100341796875,1397.9000244140625,1374.06005859375,1374.06005859375,3358160000,1433.7616780598958,1428.671003417969,1425.5953009029151,1423.0123232759322,-11.075013387315266,-2.831677068060911,32.59956640122583
2007-03-07,3.534563984479968,3.534563984479968,3.3416503423803494,3.374347448348999,240143,0,0.0,0.0,3.259144926071167,3.0729545831680296,3.281166139594635,3.142716847587234,0.1148782026916186,0.1400240385677419,52.599397039607176,3.672775390390248,3.1082905743085436,AFSI,0,1391.969970703125,1401.1600341796875,1390.6400146484375,1395.02001953125,3141350000,1432.5610107421876,1428.0398022460938,1423.4259247609932,1421.7949761162142,-12.00031305950256,-4.665404266349241,26.15045988974414
2007-03-08,3.416853716645344,3.498596668243408,3.416853716645344,3.498596668243408,255409,0,0.0,0.0,3.281487965583801,3.087274112701416,3.295193915636492,3.156672918985515,0.1118940703359268,0.1343980449213788,57.06369853882791,3.6771066637335927,3.1333867101372572,AFSI,0,1401.8900146484375,1407.9300537109375,1391.8800048828125,1391.8800048828125,3014850000,1431.2863444010416,1427.7116015625,1422.0365112053446,1421.0143893919878,-11.797164703789576,-6.091756353837309,30.54964476151855
2007-03-09,3.508405879332191,3.508405879332191,3.351491939473003,3.390695333480835,221730,0,0.0,0.0,3.3009972095489504,3.100088038444519,3.301355297432901,3.165850268573567,0.0996734149156672,0.1274531189202365,49.86659065127329,3.666114817684434,3.1656316890065455,AFSI,0,1402.8399658203125,1410.1500244140625,1397.300048828125,1401.8900146484375,2623050000,1430.5843424479167,1427.5532006835938,1420.7980244063103,1420.301666898981,-11.42778268256825,-7.158961619583498,31.293454947245262
2007-03-12,3.3776185153383533,3.4168543698991174,3.3285722822333743,3.33838152885437,168039,0,0.0,0.0,3.319525639216105,3.1121166801452635,3.303744086556867,3.1726162003492853,0.0847897669675905,0.1189204485297073,44.715441692139976,3.6629008642005463,3.175712097568557,AFSI,0,1406.5999755859375,1409.3399658203125,1398.4000244140625,1402.800048828125,2664000000,1430.0650065104169,1427.3471997070312,1419.882021256609,1419.7643456710186,-10.708205873441102,-7.86881047035502,31.107600546396796
2007-03-13,3.305682692513877,3.397235256795921,3.17162491458143,3.1799302101135254,496191,0,0.0,0.0,3.3293936252593994,3.1192799472808836,3.2957560945282647,3.1729030242616085,0.0595225328412798,0.1070408653920218,39.71500369974627,3.652750380442752,3.1912706776398285,AFSI,0,1377.949951171875,1406.22998046875,1377.7099609375,1406.22998046875,3485570000,1428.6426717122397,1426.3693994140624,1417.1767264124328,1418.1245654945817,-12.307876066005065,-8.756623589485029,26.15511291945242
2007-03-14,3.17816494093074,3.2762562744447252,3.1421984582192413,3.2664477825164795,1226383,0,0.0,0.0,3.337894892692566,3.128762135505676,3.293865235688795,3.1765714461539565,0.0459496340127385,0.0948226191161652,42.41243837989354,3.644931506410324,3.205302072271622,AFSI,0,1387.1700439453125,1388.0899658203125,1363.97998046875,1377.8599853515625,3758350000,1427.2543416341146,1425.6182006835938,1415.2408114145542,1416.910662688728,-12.685412251289565,-9.542381321845935,30.231379139615484
2007-03-15,3.2795266587200396,3.3710784912109375,3.2795266587200396,3.3710784912109375,258514,0,0.0,0.0,3.3486849546432493,3.1402715396881105,3.2988467360450624,3.184199173411093,0.0431385631567415,0.0844858079242805,42.27962842936475,3.643424828736316,3.212040392668713,AFSI,0,1392.280029296875,1395.72998046875,1385.1600341796875,1387.1099853515625,2821900000,1425.722342936198,1425.0978002929687,1413.7594706327684,1415.9447554968908,-12.4290054481678,-10.119706147110309,33.16570784328226
2007-03-16,3.3416507191043268,3.3449204678005775,3.286065745883504,3.315493106842041,635037,0,0.0,0.0,3.3551154136657715,3.1509308290481566,3.2999206954513194,3.1893479551142674,0.0360103879420545,0.0747907239278353,40.42145565864873,3.644255146088661,3.209575239119469,AFSI,0,1386.949951171875,1397.510009765625,1383.6300048828125,1392.280029296875,3393640000,1423.7560099283853,1424.5047998046875,1412.0298242159367,1414.8077043468902,-12.511667256854023,-10.598098369059052,32.513444620065954
2007-03-19,3.3318410331524984,3.3874263763427734,3.3318410331524984,3.3874263763427734,205150,0,0.0,0.0,3.361654837926229,3.1615900802612305,3.3055662232507683,3.197115736338915,0.0357535270024911,0.0669832845427664,50.62198838896952,3.64415642564654,3.20901990587354,AFSI,0,1402.06005859375,1403.199951171875,1386.949951171875,1386.949951171875,2777180000,1422.2116780598958,1424.1792016601562,1411.3866135306343,1414.3077966702965,-11.228482984913173,-10.724175292229877,51.05403259065362
2007-03-20,3.348190037355888,3.400506019592285,3.348190037355888,3.400506019592285,144319,0,0.0,0.0,3.368957209587097,3.1740150165557863,3.311691371401834,3.205091825878263,0.0361882254201448,0.0608242727182421,44.39649395774836,3.6403640412611775,3.2062728501038738,AFSI,0,1410.93994140625,1411.530029296875,1400.699951171875,1402.0400390625,2795940000,1421.010009765625,1424.2038012695311,1411.3577959742224,1414.1757239148435,-9.386812541968991,-10.4567027421777,51.4269841256419
2007-03-21,3.4168533010677105,3.449551156883834,3.3678078379202017,3.4430112838745117,380119,0,0.0,0.0,3.380074214935303,3.187682423591614,3.3201636238194263,3.2144220007016453,0.0395071330072576,0.0565608447760452,43.76627967686824,3.639097741011291,3.2059042664731447,AFSI,0,1435.0400390625,1437.77001953125,1409.75,1410.9200439453125,3184770000,1420.5780110677083,1424.647802734375,1412.8856826250792,1414.9939323520068,-5.914421213329433,-9.548246436408048,59.66868302018995
2007-03-22,3.459360208824694,3.675162092871619,3.4560904604417,3.5966885089874268,1440601,0,0.0,0.0,3.39315307935079,3.2040310096740723,3.3380039389915557,3.229412844163833,0.0539163448522392,0.056031944791284,55.66422796774575,3.6571606144451225,3.1992854609943304,AFSI,0,1434.5400390625,1437.6600341796875,1429.8800048828125,1435.0400390625,3129970000,1420.06201171875,1425.0964038085938,1414.2827378791064,1415.7604463406535,-3.1663719249272617,-8.271871534111892,65.86292289341219
2007-03-23,3.596689361519869,3.6408305978455258,3.541104003141102,3.5705313682556152,347335,0,0.0,0.0,3.406231991449992,3.219137096405029,3.3530057086214953,3.2427900411870403,0.06250457259432,0.0573264703518912,57.40909973066433,3.653409619416934,3.2010745333769504,AFSI,0,1436.1099853515625,1438.8900146484375,1433.2099609375,1434.5400390625,2619020000,1419.655342610677,1425.5216040039063,1415.6909473934586,1416.5584674783363,-0.852019964516785,-6.787901220192871,72.48779122597878
2007-03-26,3.5966877367442525,3.6516191959381104,3.5966877367442525,3.6516191959381104,271700,0,0.0,0.0,3.418962065378825,3.2357995462417604,3.3722710948999866,3.258822557059631,0.0749894828900599,0.060859072859525,58.101567806683434,3.6659426550823206,3.1940345664066316,AFSI,0,1437.5,1437.6500244140625,1423.280029296875,1436.1099853515625,2754660000,1419.6366739908854,1425.795205078125,1417.0979830454935,1417.3797040478137,1.0818127395493775,-5.213958428244421,67.84527241391802
2007-03-27,3.593419137912115,3.61957674766839,3.563991402465162,3.5966885089874268,159262,0,0.0,0.0,3.434656707445781,3.251690373420715,3.386749637744338,3.27207220223327,0.0795345916226786,0.0645941766121557,59.81187366273363,3.686744563218385,3.195793660048217,AFSI,0,1428.6099853515625,1437.489990234375,1425.5400390625,1437.489990234375,2673040000,1419.478006998698,1425.7528051757813,1417.8406928716915,1417.820107236196,1.875420524460196,-3.7960826377034977,64.8484116941105
2007-03-28,3.59341854987627,3.59341854987627,3.4593596427265787,3.521484851837158,245896,0,0.0,0.0,3.4452287832895916,3.266207904815674,3.395442232201939,3.2818530904530308,0.0761900449980972,0.066913350289344,51.05575253160659,3.6855348019247103,3.1960224242563195,AFSI,0,1417.22998046875,1428.3499755859375,1414.0699462890625,1428.3499755859375,3000440000,1418.5770060221355,1425.459404296875,1417.8012920715018,1417.7969650100215,1.56801403452846,-2.7232633032571063,56.14384012375195
2007-03-29,3.557518854448584,3.6099317784693783,3.3511429897423053,3.462520122528076,349765,0.008264 USD,0.0,0.0,3.4500207185745237,3.2798731231689455,3.399769838029432,3.288938072103033,0.0679976719997874,0.0671302146314327,53.4696684031037,3.6698234201077495,3.1992979168292015,AFSI,0,1422.530029296875,1426.239990234375,1413.27001953125,1417.1700439453125,2854710000,1417.4846720377604,1425.2976049804688,1418.1063718924938,1417.982575374212,1.7320953060900592,-1.8321915813876732,57.62056528842219
2007-03-30,3.4592435359954834,3.5247590080433406,3.3904514776248136,3.4592435359954834,217940,0,0.0,0.0,3.454267454147339,3.292884268760681,3.403606850801435,3.295616717745874,0.0605428637791409,0.0658127444609743,56.12889872008527,3.669573876128799,3.199208787216538,AFSI,0,1420.8599853515625,1429.219970703125,1408.9000244140625,1422.52001953125,2903960000,1416.2863362630208,1425.1874047851563,1418.2840243737242,1418.095414981167,1.707687152204926,-1.1242158346691535,55.60974485356403
2007-04-02,3.4461412934332833,3.5804488658905034,3.426486683467921,3.580448865890503,263743,0,0.0,0.0,3.460483519236247,3.3079271364212035,3.4150160130652463,3.306786605908409,0.0636810561474208,0.0653864067982636,71.10759072988242,3.68673879816216,3.200038149812999,AFSI,0,1424.550048828125,1425.489990234375,1416.3699951171875,1420.8299560546875,2875880000,1415.2533365885415,1425.0684057617189,1418.6882840159435,1418.3485378771263,1.963467170485501,-0.5066792336382226,72.81178964880117
2007-04-03,3.603379423380405,3.603379423380405,3.5444152197589216,3.5706214904785156,523005,0,0.0,0.0,3.4639742215474447,3.323754382133484,3.425055076124167,3.3171330719699816,0.0646300936549755,0.065235144169606,67.43985641269595,3.6986414423978458,3.1989346274340025,AFSI,0,1437.77001953125,1440.5699462890625,1424.27001953125,1424.27001953125,2921760000,1414.5230021158854,1425.3648071289062,1419.9193637266087,1419.1101646086606,3.1960734839692577,0.2338713098832734,73.83637281613247
2007-04-04,3.5837244987487793,3.6688953435871423,3.5116569771192583,3.5837244987487793,1077144,0,0.0,0.0,3.4681197007497153,3.339189710617066,3.4352918130676904,3.327587637726013,0.0656823704969267,0.0653245894350701,63.62177401865105,3.7134849059860393,3.205028868885787,AFSI,0,1439.3699951171875,1440.1600341796875,1435.0799560546875,1437.75,2616320000,1413.9143351236978,1425.5924072265625,1421.1742431711623,1419.9046677658578,4.253001571372124,1.0376973621810437,72.941562681758
2007-04-05,3.603380209927274,3.6164835371520625,3.475623903514593,3.5083818435668945,294160,0,0.0,0.0,3.4689908345540363,3.3527912378311155,3.440007298906349,3.3346776065825185,0.0597480465779987,0.0642092808636558,62.05111124748934,3.7143303526017606,3.205161939802414,AFSI,0,1443.760009765625,1444.8800048828125,1436.6700439453125,1438.93994140625,2357230000,1413.4936686197916,1425.6650073242188,1422.6313894030632,1420.840171373692,5.382812477088692,1.9067203851625736,77.93291126780514
2007-04-09,3.53458858196895,3.564070694068296,3.4887276867076227,3.4985551834106445,337672,0,0.0,0.0,3.4659376541773477,3.366653981208801,3.443784581777594,3.3411041782228375,0.0536338649586478,0.0620941976826542,57.52713663012276,3.718129153260819,3.2121491241363365,AFSI,0,1444.6099853515625,1448.0999755859375,1443.280029296875,1443.77001953125,2349410000,1413.274336751302,1426.079206542969,1424.0493633352246,1421.7723209414517,6.274453689538632,2.7802670460377854,74.33369588133371
2007-04-10,3.505106024629899,3.5968289375305176,3.505106024629899,3.5968289375305176,264607,0,0.0,0.0,3.4659423351287844,3.3829399871826173,3.4536584111810087,3.351132600156472,0.0560718413409846,0.0608897264143203,61.92174115987368,3.730190844691225,3.225932173573546,AFSI,0,1448.3900146484375,1448.72998046875,1443.989990234375,1444.5799560546875,2510110000,1413.2416707356772,1426.6034057617187,1425.6197279360772,1422.816152067216,7.2030700399036505,3.6648276448109582,72.74382495933718
2007-04-11,3.5378641552620262,3.5378641552620262,3.42321116948088,3.518177032470703,286961,0,0.0,0.0,3.470845619837443,3.395625715255737,3.4578209028771183,3.3576833622080104,0.0510687154096567,0.0589255242133876,54.37249869907388,3.7047156197522337,3.2852320807482553,AFSI,0,1438.8699951171875,1448.3900146484375,1436.1500244140625,1448.22998046875,2950190000,1414.5693359375,1426.9684057617187,1426.4745838832455,1423.445714539764,7.089100436814533,4.349682203211674,52.826530740942935
2007-04-12,3.4985536404472715,3.5411390627025754,3.442865273043103,3.528036117553711,139493,0,0.0,0.0,3.4707369963328043,3.4059582424163817,3.462350916727221,3.3643638624176457,0.0473533874597147,0.056611096862653,45.20389872171256,3.688349907911167,3.3277566260930445,AFSI,0,1447.800048828125,1448.02001953125,1433.9100341796875,1438.8699951171875,2770570000,1415.9353393554688,1427.3480078125,1427.8504203313023,1424.400786472641,7.631389500374325,5.006023662644204,58.70305800008973
2007-04-13,3.5378632430032178,3.6132069814409897,3.488726531774125,3.603379487991333,646144,0,0.0,0.0,3.4712870121002197,3.4170782995224,3.4714495342281317,3.3737370242048494,0.049913175596981,0.0552715126095186,52.14722606912454,3.692590255715575,3.346746377966676,AFSI,0,1452.8499755859375,1453.1099853515625,1444.1500244140625,1447.800048828125,2690020000,1417.5913370768228,1427.6402075195313,1429.4632948638598,1425.5164409476722,8.372135607770815,5.6792460516695265,60.50712867160299
2007-04-16,3.603380149709883,3.865444421768189,3.541140102451593,3.865444421768189,4994086,0,0.0,0.0,3.484714150428772,3.431935601234436,3.4968685592307165,3.39301966724655,0.072255361298156,0.0586682823472461,61.30305332466915,3.754802083368552,3.3395296818063143,AFSI,0,1468.3299560546875,1468.6199951171875,1452.8399658203125,1452.8399658203125,2870140000,1420.2966674804688,1428.0880078125,1431.9708213923004,1427.195402324418,10.091953528648446,6.561787547065311,66.44262181950283
2007-04-17,3.875270972318463,4.081646452432713,3.829409712514229,3.9800968170166016,1613839,0,0.0,0.0,3.504033843676249,3.447712664604187,3.528044575862064,3.416042300570865,0.0980825598439851,0.0665511378465939,69.06374525134473,3.847912250799274,3.305686558442975,AFSI,0,1471.47998046875,1474.3499755859375,1467.1500244140625,1468.469970703125,2920570000,1423.5420003255208,1428.5498071289062,1434.5197993972326,1428.932052447725,11.575665203065682,7.564563078265386,74.35514765339906
2007-04-18,3.996476018485674,4.17336864113509,3.963684818555405,4.039061069488525,1456002,0,0.0,0.0,3.5232482035954793,3.464865188598633,3.561013381902481,3.440474409155871,0.1219034955418223,0.0776216093856396,76.1572273391073,3.9368331074580514,3.280621206773821,AFSI,0,1472.5,1476.5699462890625,1466.4100341796875,1471.469970703125,2971330000,1426.1116658528647,1429.0600073242188,1436.970134919992,1430.6405994105594,12.687570036477382,8.589164469907786,85.58912766659854
2007-04-19,3.993199261050572,4.0292326410775745,3.780272543381046,3.9669926166534424,804318,0,0.0,0.0,3.543003042538961,3.4820150184631347,3.587205590596092,3.4611221819989137,0.133428357807793,0.0887829590700703,75.1617327697312,3.9898965743582298,3.2799558731515357,AFSI,0,1470.72998046875,1474.22998046875,1464.469970703125,1472.47998046875,2913610000,1428.7369995117188,1429.5146069335938,1439.1481894715248,1432.2127320010768,13.272934715016618,9.525918518929553,82.51475645265418
