Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,SP500_SMA_30,SP500_SMA_50,SP500_EMA_30,SP500_EMA_50,SP500_MACD,SP500_Signal_Line,SP500_RSI
2008-02-13,34.201883125853165,34.201883125853165,34.12761306762695,34.12761306762695,2385,0.0,0.0,34.08925018310547,33.889954528808595,34.06827482330496,33.98616096285073,0.0733997226944964,0.0907490641643243,50.0,34.2349756566011,34.07598320570359,ARR,4,1367.2099609375,1369.22998046875,1350.780029296875,1353.1199951171875,3856420000,1370.558996582031,1414.024797363281,1374.797323803853,1398.4651844252144,-16.902827373555738,-21.07147647825388,53.43747349702861
2008-02-14,34.23902893066406,34.23902893066406,34.127623808263365,34.23902893066406,3350,0.0,0.0,34.109055836995445,33.898867263793946,34.079291217328134,33.99607735374537,0.0740001559233718,0.0873992825161338,57.13939945137961,34.24762437477171,34.074476073836685,ARR,4,1348.8599853515625,1368.1600341796875,1347.31005859375,1367.3299560546875,3644760000,1367.2823282877605,1411.5535961914063,1373.123947129512,1396.5198825007574,-15.938207477755212,-20.044822678154148,54.20293652301911
2008-02-15,34.23903449797375,34.313307424873095,34.090494310619995,34.164764404296875,233,0.0,0.0,34.1201966603597,33.90258102416992,34.08480561648741,34.002692532198374,0.0677030384759902,0.0834600337081051,53.33365281267328,34.24471053658642,34.084818653477065,ARR,4,1349.989990234375,1350.0,1338.1300048828125,1347.52001953125,3583300000,1364.0433268229167,1409.2975952148438,1371.6314337814383,1394.6951808432525,-14.91067631543342,-19.017993405610003,48.98148496122866
2008-02-19,34.12761306762695,34.27615601730048,34.12761306762695,34.12761306762695,270,0.0,0.0,34.13257522583008,33.90926544189453,34.08756738752867,34.00759137672499,0.0590342154597749,0.0785748700584391,46.66634718732671,34.24082107652186,34.09242172132971,ARR,4,1348.780029296875,1367.280029296875,1345.050048828125,1355.8599853515625,3613550000,1361.948327636719,1406.5729956054688,1370.1571496211443,1392.894586664963,-14.032229396201956,-18.020840603728395,46.39965412546403
2008-02-20,34.164784486996936,34.276192526222445,34.09051434966268,34.20191955566406,6353,0.0,0.0,34.147430674235025,33.924862976074216,34.09494494676321,34.01521208962456,0.0574972310544765,0.0743593422576466,50.0,34.243749471379,34.096923975276276,ARR,4,1360.030029296875,1363.7099609375,1336.550048828125,1348.3900146484375,3870520000,1360.07666015625,1403.626796875,1369.5037870195786,1391.6057804936656,-12.28664016436892,-16.8740005158565,51.095982307034824
2008-02-21,34.20191955566406,34.20191955566406,34.20191955566406,34.20191955566406,0,0.0,0.0,34.151145426432294,33.93377624511719,34.10184653443424,34.02253395103788,0.0556378018930061,0.0706150341847185,50.0,34.24586451083472,34.10223958462426,ARR,4,1342.530029296875,1367.93994140625,1339.3399658203125,1362.2099609375,3696660000,1358.4879964192708,1400.3841967773435,1367.763544585856,1389.6812412310464,-12.175005978011086,-15.934201608287418,40.383379459496105
2008-02-22,34.090476989746094,34.090476989746094,34.090476989746094,34.090476989746094,3,0.0,0.0,34.15238304138184,33.94268859863281,34.1011130154221,34.0251983839284,0.0446569298910688,0.0654234133259886,47.05971186082334,34.250674404799675,34.09371608287122,ARR,4,1353.1099853515625,1354.300048828125,1327.0400390625,1344.219970703125,3572660000,1356.6206624348958,1397.127197265625,1366.8181536675145,1388.2470743338115,-11.104811691140185,-14.968323624857971,38.3114921054584
2008-02-25,34.090476989746094,34.090476989746094,34.090476989746094,34.090476989746094,58,0.0,0.0,34.15238304138184,33.950115280151365,34.1004268202172,34.02775832925458,0.0355447717141572,0.0594476850036223,47.05971186082334,34.25505529929288,34.08190644692294,ARR,4,1371.800048828125,1374.3599853515625,1346.030029296875,1352.75,3866350000,1355.002998860677,1395.010197753906,1367.1395662585217,1387.602092941432,-8.648844588582278,-13.704427817602834,47.56324302933368
2008-02-26,34.090476989746094,34.12761201771677,34.090476989746094,34.090476989746094,4253,0.0,0.0,34.15114517211914,33.95977073669434,34.09978489567068,34.030217884567975,0.0280005478238223,0.0531582575676623,39.99972615119193,34.25832994621046,34.074918192217275,ARR,4,1381.2900390625,1387.3399658203125,1363.2900390625,1371.760009765625,4096060000,1354.345332845052,1392.90419921875,1368.0524999878107,1387.354561416768,-5.869055249208486,-12.137353303923966,64.84474368808316
2008-02-27,34.23901815496627,34.23901815496627,34.12761306762695,34.12761306762695,1775,0.0,0.0,34.15238304138184,33.97313919067383,34.101580261603345,34.03403730351147,0.0247331587056649,0.0474732377952628,43.7487564264671,34.25812121495562,34.071411789805126,ARR,4,1380.02001953125,1388.3399658203125,1372.0,1378.949951171875,3904700000,1353.1376668294272,1390.7363989257813,1368.8245980228714,1387.0669323232182,-3.725585897500195,-10.454999822639213,68.93337083945252
2008-02-28,34.23901815496627,34.27615601730048,34.12761306762695,34.12761306762695,68,0.0,0.0,34.15238304138184,33.98650764465332,34.103259797475836,34.03770694131992,0.02189137909793,0.0423568660557963,46.66611895030158,34.25409411299975,34.068008242957276,ARR,4,1367.6800537109375,1378.1600341796875,1363.1600341796875,1378.1600341796875,3938580000,1352.6953369140624,1388.7310009765624,1368.7507564543596,1386.306662573717,-2.98815748627203,-8.961631355365776,60.73249074785281
2008-02-29,34.12761306762695,34.12761306762695,34.12761306762695,34.12761306762695,0,0.0,0.0,34.15238304138184,33.99987609863281,34.10483097619527,34.04123267176333,0.0194154391876182,0.0377685806821606,42.85546614241387,34.249437058858796,34.06523464829453,ARR,4,1330.6300048828125,1364.0699462890625,1325.4200439453125,1364.0699462890625,4426730000,1351.2763387044272,1386.4256005859374,1366.2913531271631,1384.123264232897,-5.3319065579378275,-8.235686395880187,49.81118133366672
2008-03-03,34.12761306762695,34.12761306762695,34.12761306762695,34.12761306762695,0,0.0,0.0,34.153620910644534,34.01175926208496,34.1063007885457,34.04462013826779,0.0172543416603048,0.0336657328777895,42.85546614241387,34.249437058858796,34.06523464829453,ARR,4,1331.3399658203125,1335.1300048828125,1320.0400390625,1330.449951171875,4117570000,1351.2126708984374,1383.9528002929687,1364.036424913818,1382.0533309618154,-7.0507796696938385,-7.998705050642918,47.67669442284337
2008-03-04,34.35042501876183,34.35042501876183,34.090476989746094,34.090476989746094,68,0.0,0.0,34.153620910644534,34.02289970397949,34.105279898300566,34.0464184461689,0.0124021212405978,0.0294130105503511,39.999041463548224,34.25151655477153,34.05944154459371,ARR,4,1326.75,1331.030029296875,1307.3900146484375,1329.5799560546875,4757180000,1351.2646728515624,1381.4278002929686,1361.6308491129264,1379.8845728848814,-8.68327548172465,-8.135619136859264,43.19734150791606
2008-03-05,34.090476989746094,34.090476989746094,34.090476989746094,34.090476989746094,5,0.0,0.0,34.15238304138184,34.03478294372559,34.10432487194222,34.048146232191534,0.0084591893306793,0.0252222463064168,46.15451464326062,34.247518165613734,34.0522956771597,ARR,4,1333.699951171875,1344.18994140625,1320.219970703125,1327.68994140625,4277710000,1352.0380045572915,1378.8993994140626,1359.8288556973748,1378.0734112490773,-9.30892965143721,-8.370281239774853,38.912037560627255
2008-03-06,34.090476989746094,34.090476989746094,34.090476989746094,34.090476989746094,0,0.0,0.0,34.15114517211914,34.04740867614746,34.10343146018763,34.049806261899555,0.0052735966453525,0.0212325163742039,30.003081031118413,34.242167536101014,34.046502050080626,ARR,4,1304.3399658203125,1332.199951171875,1303.4200439453125,1332.199951171875,4323460000,1350.8960042317708,1375.2969995117187,1356.2489273182096,1375.181903585204,-12.035136967416976,-9.103252385303277,36.269413275947485
2008-03-07,34.090476989746094,34.090476989746094,34.090476989746094,34.090476989746094,0,0.0,0.0,34.14990730285645,34.06003440856934,34.10259568790108,34.05140119240334,0.0027176639529074,0.0175295458899446,37.50096274806808,34.24080002906238,34.04044081566419,ARR,4,1293.3699951171875,1313.239990234375,1282.4300537109375,1301.530029296875,4565410000,1348.9393391927083,1371.235400390625,1352.192222014918,1371.9735934492037,-14.908999200215703,-10.264401748285763,33.536855032494614
