Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,SP500_SMA_30,SP500_SMA_50,SP500_EMA_30,SP500_EMA_50,SP500_MACD,SP500_Signal_Line,SP500_RSI
2002-02-11,12.570415812073184,12.795390292630309,12.542294504859376,12.767268180847168,21600,0.0,0.0,12.797453435262044,12.511755619049072,12.748817185175524,12.569481919041657,0.0722046919677836,0.1518900698799866,39.16654938513395,13.578516270593594,12.381785128637365,AAP,4,1111.93994140625,1112.010009765625,1094.6800537109375,1096.219970703125,1159400000,1131.06533203125,1136.0222021484376,1120.9963473339112,1125.512921632267,-12.491622102354768,-10.543976936422824,47.66723746762199
2002-02-12,12.795393112866217,12.992244720458984,12.795393112866217,12.992244720458984,14100,0.0,0.0,12.789485645294189,12.53740264892578,12.764522187451876,12.586060852430572,0.0775676783027119,0.1370255915645317,44.697070516124185,13.441754128033407,12.611348937457317,AAP,4,1107.5,1112.6800537109375,1102.97998046875,1111.93994140625,1094200000,1129.2813313802085,1135.368203125,1120.1256152478525,1124.8065325486489,-11.486348756561028,-10.732451300450466,43.265566701144934
2002-02-13,12.935998436508577,12.964120548288824,12.626660034341816,12.654781341552734,74100,0.0,0.0,12.74495957692464,12.54977626800537,12.75744213287774,12.588755773572618,0.0539653304950746,0.1204135393506403,41.258689185189745,13.458467467756208,12.56623241093642,AAP,4,1118.510009765625,1120.56005859375,1107.5,1107.5,1215900000,1128.2956665039062,1134.949404296875,1120.021382636096,1124.5596100865696,-9.689551495714568,-10.523871339503286,45.75288357232287
2002-02-14,12.682904897755822,12.682904897755822,12.48605329866475,12.556357383728027,58500,0.0,0.0,12.715619246164955,12.568336696624756,12.744468923255178,12.587485248480672,0.0270069892182309,0.1017322293241584,33.57671099546219,13.462382026515956,12.499044422306063,AAP,4,1116.47998046875,1124.719970703125,1112.300048828125,1118.510009765625,1272500000,1127.0226643880208,1134.681003417969,1119.7929050769123,1124.242761866263,-8.333321773768603,-10.085761426356347,44.79809380107375
2002-02-15,12.528237659075076,12.542298316955566,12.514176196625012,12.542298316955566,17100,0.0,0.0,12.7090576171875,12.595895957946777,12.731425658332624,12.585713211950278,0.0044564887121509,0.0822770812017569,36.507908311707496,13.442953093700334,12.44535686189659,AAP,4,1104.1800537109375,1117.0899658203125,1103.22998046875,1116.47998046875,1359200000,1124.9863321940104,1133.868603515625,1118.7856243436238,1123.4559889974266,-8.156972738408058,-9.70000368876669,41.68009447172987
2002-02-19,12.570420763538833,12.595730915484078,12.500116663242324,12.514177322387695,9900,0.0,0.0,12.72780548731486,12.59870813369751,12.717409636658758,12.582907882947824,-0.015505338757709,0.0627205972098637,35.331412350383474,13.409066401090207,12.40050314847034,AAP,4,1083.3399658203125,1104.1800537109375,1082.239990234375,1104.1800537109375,1189900000,1122.0139973958333,1132.1284033203126,1116.4988076647005,1121.882811617932,-9.58830773914815,-9.677664498842985,44.659810782417864
2002-02-20,12.486051890153124,12.865695193979631,12.345442931318743,12.429807662963867,88500,0.0,0.0,12.750302759806315,12.601407775878906,12.698854670613926,12.576903952752374,-0.0376985913589855,0.0426367594960938,30.70872281214065,13.404087694112832,12.335177557046835,AAP,1,1097.97998046875,1098.3199462890625,1074.3599853515625,1083.3399658203125,1438900000,1119.7836629231772,1130.7460034179687,1115.3040446198006,1120.9454456905132,-9.432591169605985,-9.628649832995585,45.237954967646
2002-02-21,12.373565636204738,12.480427742004396,12.317322210897178,12.480427742004396,132300,0.0,0.0,12.781049187978107,12.603544960021972,12.684762610703634,12.573120571938729,-0.0506187847686145,0.0239856506431522,30.489777309661676,13.373422391856346,12.294976465260351,AAP,1,1080.949951171875,1101.5,1080.239990234375,1097.97998046875,1381600000,1117.1249959309896,1129.1988012695313,1113.087651494128,1119.3769949250764,-10.56161794741206,-9.815243455878878,34.99297736091604
2002-02-22,12.480430419935614,12.640724015314072,12.480430419935614,12.626664161682127,45600,0.0,0.0,12.815732765197756,12.609450569152832,12.68101432366999,12.575220320556117,-0.0484990078386928,0.0094887189467831,33.333436097589015,13.355658073390464,12.274776821171304,AAP,1,1089.8399658203125,1093.9300537109375,1074.3900146484375,1080.949951171875,1411000000,1114.948327636719,1128.1969995117188,1111.587800805495,1118.2186800582228,-10.61664781051968,-9.97552432680704,40.19274665837968
2002-02-25,12.598537922561569,12.739146872324152,12.598537922561569,12.654781341552734,25800,0.0,0.0,12.84291706085205,12.616424732208252,12.679321873210812,12.5783403605952,-0.0440425527860988,-0.0012175353997932,38.78573511834982,13.30334370612577,12.273660154347862,AAP,1,1109.4300537109375,1112.7099609375,1089.8399658203125,1089.8399658203125,1367400000,1113.3776611328126,1127.650400390625,1111.4485913155236,1117.8740280446038,-8.976032882243317,-9.775626037894297,54.779707407906194
