Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company
2007-01-29 00:00:00-05:00,2.779259242947615,3.073533777657906,2.779259242947615,2.8838906288146973,488077,0,0.0,0.0,2.7943366527557374,2.712324514389038,2.77515207352281,2.7326999714703915,0.0282543254732448,0.03014477292138812,65.83319307076586,2.862423187876888,2.745795672749333,AFSI
2007-01-30 00:00:00-05:00,2.9100479247440396,3.0244887546292487,2.8871604379209095,3.0114097595214844,171406,0,0.0,0.0,2.803376547495524,2.721663064956665,2.7903945048775634,2.7436297670802383,0.042017176010870294,0.03251925353928455,73.20244274867369,2.924210512682447,2.7059154867682365,AFSI
2007-01-31 00:00:00-05:00,2.9427459789723382,3.0768039981532085,2.9427459789723382,3.0473766326904297,70242,0,0.0,0.0,2.8091570774714154,2.732047162055969,2.8069739969945227,2.7555414088688734,0.05519036017763357,0.03705347486695436,73.20239166406137,2.9777456865329683,2.677557147977835,AFSI
2007-02-01 00:00:00-05:00,3.06372461626281,3.1421982049804167,3.0114095821818667,3.122579336166382,336188,0,0.0,0.0,2.819184160232544,2.7423042345046995,2.827335631779804,2.769935053076619,0.07088135705078447,0.04381905130372038,76.57117904730714,3.0426300614278485,2.6466778428156204,AFSI
2007-02-02 00:00:00-05:00,3.138928614949774,3.207592768601923,3.12584962073764,3.1912436485290527,232419,0,0.0,0.0,2.836284613609314,2.7549132442474367,2.850813568344272,2.786456958780636,0.08784460337006728,0.05262416171698976,81.1517125349457,3.113027692125217,2.6099581954022493,AFSI
2007-02-05 00:00:00-05:00,3.237020219425374,3.25990770532571,3.1683558751857994,3.1814348697662354,529493,0,0.0,0.0,2.8501221179962157,2.767326078414917,2.8721439748876247,2.8019462886232085,0.09935135128734274,0.061969599631060364,80.7290242509312,3.1674225765620956,2.5957808774555438,AFSI
2007-02-06 00:00:00-05:00,3.2141317521118156,3.2141317521118156,3.102961249291884,3.1095011234283447,233745,0,0.0,0.0,2.8612356503804524,2.7797486209869384,2.887457339309607,2.8140072625371353,0.10149609594443776,0.06987489889373584,74.16263268527968,3.1960930503767218,2.602096422775439,AFSI
2007-02-07 00:00:00-05:00,3.1356586048583375,3.204322576522827,3.1356586048583375,3.204322576522827,668285,0,0.0,0.0,2.8752923965454102,2.793924050331116,2.907900257839492,2.829313745438535,0.10958390529933482,0.07781670017485565,76.41916614207852,3.241122470538583,2.5995733397794103,AFSI
2007-02-08 00:00:00-05:00,3.18143413047246,3.207592113554804,3.145466903734236,3.178164005279541,294847,0,0.0,0.0,2.889564561843872,2.806597685813904,2.925336628642076,2.842994147785241,0.11258496500471216,0.08477035314082695,73.16002243696076,3.2749124483564653,2.602077059318706,AFSI
2007-02-09 00:00:00-05:00,3.1977832702070463,3.3645389240014634,3.1814345287339965,3.26971697807312,783225,0,0.0,0.0,2.907323479652405,2.8211023807525635,2.9475547157021436,2.8597283764239814,0.12095657411348748,0.09200759733535907,80.73761465367589,3.3231312911309487,2.5989802439413783,AFSI
2007-02-12 00:00:00-05:00,3.2697168455329746,3.3122228170245505,3.116039813838725,3.12584924697876,180890,0,0.0,0.0,2.917459559440613,2.8333821439743043,2.959057588687732,2.870164488994757,0.11466047650043087,0.09653817316837343,67.26607317046944,3.338345768211869,2.6161359765543666,AFSI
2007-02-13 00:00:00-05:00,3.1258499242085227,3.306991785517158,3.111561091459929,3.204322576522827,123095,0,0.0,0.0,2.9311923662821453,2.847231373786926,2.9748811362899965,2.8832687277213482,0.1146809450977,0.10016672755423875,69.36020116254748,3.3617494185356884,2.6336037556739065,AFSI
2007-02-14 00:00:00-05:00,3.2010526348385384,3.3187620639801025,3.2010526348385384,3.3187620639801025,1355187,0,0.0,0.0,2.9486308256785074,2.8627169704437256,2.9970670025925843,2.9003468977707114,0.1225191523132616,0.10463721250604333,74.15371940766249,3.4003460179091856,2.648957442211969,AFSI
2007-02-15 00:00:00-05:00,3.292605616428698,3.3678087044244047,3.2762561183526375,3.331841468811035,1084126,0,0.0,0.0,2.966941253344218,2.877159285545349,3.0186653552518394,2.917268253497783,0.12830733952207174,0.10937123790924902,76.08693436896723,3.4359230955465145,2.6656958858148743,AFSI
2007-02-16 00:00:00-05:00,3.331841684059399,3.4332027681403745,3.2697175868187616,3.3939669132232666,936919,0,0.0,0.0,2.9849246899286905,2.8943447160720823,3.0428783589919317,2.935962318585057,0.13633592803454153,0.11476417593430753,75.16127021537588,3.478232337626932,2.679952786770346,AFSI
2007-02-20 00:00:00-05:00,3.6326560957186023,3.6326560957186023,3.3923318299608543,3.465900421142578,1523622,0,0.0,0.0,3.007812730471293,2.910163369178772,3.070170104937135,2.956744204959862,0.14681073245201093,0.12117348723784821,73.7201058567112,3.5219859322398936,2.7048633137851916,AFSI
2007-02-21 00:00:00-05:00,3.469169367585381,3.492057605696389,3.410314652772425,3.459360122680664,261580,0,0.0,0.0,3.031136703491211,2.927155394554138,3.0952791383399436,2.9764546331057757,0.15282269805902704,0.12750332940208398,72.1830022198613,3.556369149889881,2.7352203009463008,AFSI
2007-02-22 00:00:00-05:00,3.482247829437256,3.482247829437256,3.4332016123976064,3.482247829437256,200068,0,0.0,0.0,3.054569657643636,2.9429747581481935,3.120244860346222,2.996289660412893,0.15761715828375022,0.13352609517841724,70.52230592861267,3.586757286088599,2.7702263994048706,AFSI
2007-02-23 00:00:00-05:00,3.6386731336804754,3.89423390063878,3.5312951040601233,3.5901505947113037,4180095,0,0.0,0.0,3.0804004430770875,2.959973511695862,3.1505613593375177,3.0195783245030268,0.1681849228317196,0.1404578607090777,71.78568908104214,3.625862035736336,2.8095949077756273,AFSI
2007-02-26 00:00:00-05:00,3.6261158671266966,3.6261158671266966,3.5084064345696166,3.5966885089874268,502159,0,0.0,0.0,3.106340169906616,2.9771030235290525,3.179343756089125,3.0422100964435916,0.1750694161624775,0.14738017179975768,72.75975152838065,3.6456779319601127,2.8711949985666205,AFSI
2007-02-27 00:00:00-05:00,3.5149459260592937,3.5966888896706934,3.3579994962946422,3.3710784912109375,656207,0,0.0,0.0,3.1253045479456585,2.989720335006714,3.19171373900021,3.0551068962383896,0.16047077657149966,0.1499982927541061,62.269906060095686,3.6300639395721257,2.935527777194232,AFSI
2007-02-28 00:00:00-05:00,3.351460879434415,3.5966894297869585,3.335112510641728,3.531294822692871,1446143,0,0.0,0.0,3.1498274326324465,3.005541973114014,3.21362219601264,3.073780932569938,0.15998515915750922,0.15199566603478673,64.45084774409432,3.648267765305132,2.969312457778364,AFSI
2007-03-01 00:00:00-05:00,3.521485183769267,3.607151378075339,3.4168536200808015,3.586879014968872,591193,0,0.0,0.0,3.1767480929692584,3.0198003387451173,3.2377032811065907,3.093902425997347,0.16221556359696976,0.15403964554722335,67.60562657041339,3.6735154990126424,2.9980149622986976,AFSI
2007-03-02 00:00:00-05:00,3.6261158015671553,3.711128503372638,3.462630271911621,3.462630271911621,612833,0,0.0,0.0,3.198546226819356,3.0326176071166993,3.2522146998682055,3.108362341523397,0.1522028404085387,0.15367228451948642,58.08219024831597,3.6793843042658456,3.026151250620019,AFSI
2007-03-05 00:00:00-05:00,3.39723627070251,3.593419694858033,3.393966899120477,3.400506019592285,265979,0,0.0,0.0,3.2176195780436196,3.047063126564026,3.2617818817858883,3.1198189563496284,0.1376678281481567,0.1504713932452205,62.35296993966313,3.6813575002595114,3.0451042917326765,AFSI
2007-03-06 00:00:00-05:00,3.4430117819683512,3.5280241064661584,3.305683106980814,3.462630271911621,409582,0,0.0,0.0,3.240398613611857,3.0609895372390747,3.274739842439162,3.1332625373520595,0.12966691470298164,0.14631049753677272,61.791056601416244,3.6863123637526978,3.0682689684540283,AFSI
2007-03-07 00:00:00-05:00,3.534563984479968,3.534563984479968,3.3416503423803494,3.374347448348999,240143,0,0.0,0.0,3.259144926071167,3.0729545831680296,3.281166139594635,3.142716847587234,0.11487820269161864,0.1400240385677419,52.599397039607176,3.6727753903902483,3.1082905743085436,AFSI
2007-03-08 00:00:00-05:00,3.416853716645344,3.498596668243408,3.416853716645344,3.498596668243408,255409,0,0.0,0.0,3.281487965583801,3.087274112701416,3.2951939156364918,3.156672918985515,0.1118940703359268,0.13439804492137888,57.06369853882791,3.6771066637335927,3.1333867101372572,AFSI
2007-03-09 00:00:00-05:00,3.508405879332191,3.508405879332191,3.351491939473003,3.390695333480835,221730,0,0.0,0.0,3.3009972095489504,3.100088038444519,3.301355297432901,3.165850268573567,0.09967341491566728,0.12745311892023659,49.86659065127329,3.6661148176844334,3.1656316890065455,AFSI
2007-03-12 00:00:00-04:00,3.3776185153383533,3.4168543698991174,3.3285722822333743,3.33838152885437,168039,0,0.0,0.0,3.319525639216105,3.1121166801452635,3.303744086556867,3.1726162003492853,0.08478976696759055,0.11892044852970739,44.715441692139976,3.6629008642005467,3.175712097568557,AFSI
2007-03-13 00:00:00-04:00,3.305682692513877,3.397235256795921,3.17162491458143,3.1799302101135254,496191,0,0.0,0.0,3.3293936252593994,3.1192799472808836,3.2957560945282647,3.1729030242616085,0.05952253284127984,0.10704086539202189,39.715003699746276,3.6527503804427517,3.1912706776398285,AFSI
2007-03-14 00:00:00-04:00,3.17816494093074,3.2762562744447252,3.1421984582192413,3.2664477825164795,1226383,0,0.0,0.0,3.337894892692566,3.128762135505676,3.293865235688795,3.1765714461539565,0.04594963401273855,0.09482261911616523,42.41243837989354,3.644931506410324,3.205302072271622,AFSI
2007-03-15 00:00:00-04:00,3.2795266587200396,3.3710784912109375,3.2795266587200396,3.3710784912109375,258514,0,0.0,0.0,3.3486849546432493,3.1402715396881105,3.2988467360450624,3.184199173411093,0.04313856315674158,0.08448580792428051,42.279628429364756,3.643424828736316,3.212040392668713,AFSI
2007-03-16 00:00:00-04:00,3.3416507191043268,3.3449204678005775,3.286065745883504,3.315493106842041,635037,0,0.0,0.0,3.3551154136657715,3.1509308290481566,3.2999206954513194,3.1893479551142674,0.03601038794205458,0.07479072392783533,40.42145565864873,3.6442551460886605,3.209575239119469,AFSI
2007-03-19 00:00:00-04:00,3.3318410331524984,3.3874263763427734,3.3318410331524984,3.3874263763427734,205150,0,0.0,0.0,3.361654837926229,3.1615900802612305,3.3055662232507683,3.197115736338915,0.035753527002491126,0.06698328454276649,50.62198838896952,3.64415642564654,3.2090199058735402,AFSI
2007-03-20 00:00:00-04:00,3.348190037355888,3.400506019592285,3.348190037355888,3.400506019592285,144319,0,0.0,0.0,3.368957209587097,3.1740150165557863,3.311691371401834,3.205091825878263,0.03618822542014488,0.06082427271824217,44.39649395774836,3.6403640412611775,3.2062728501038738,AFSI
2007-03-21 00:00:00-04:00,3.4168533010677105,3.449551156883834,3.3678078379202017,3.4430112838745117,380119,0,0.0,0.0,3.380074214935303,3.187682423591614,3.3201636238194263,3.2144220007016453,0.03950713300725761,0.05656084477604526,43.76627967686824,3.6390977410112915,3.2059042664731447,AFSI
2007-03-22 00:00:00-04:00,3.459360208824694,3.675162092871619,3.4560904604417,3.5966885089874268,1440601,0,0.0,0.0,3.3931530793507894,3.2040310096740723,3.3380039389915557,3.229412844163833,0.053916344852239284,0.05603194479128407,55.66422796774575,3.6571606144451225,3.1992854609943304,AFSI
2007-03-23 00:00:00-04:00,3.596689361519869,3.6408305978455258,3.541104003141102,3.5705313682556152,347335,0,0.0,0.0,3.406231991449992,3.219137096405029,3.3530057086214953,3.2427900411870403,0.06250457259432007,0.05732647035189128,57.40909973066433,3.653409619416934,3.2010745333769504,AFSI
2007-03-26 00:00:00-04:00,3.5966877367442525,3.6516191959381104,3.5966877367442525,3.6516191959381104,271700,0,0.0,0.0,3.418962065378825,3.2357995462417604,3.3722710948999866,3.258822557059631,0.07498948289005991,0.06085907285952501,58.101567806683434,3.6659426550823206,3.1940345664066316,AFSI
2007-03-27 00:00:00-04:00,3.593419137912115,3.61957674766839,3.563991402465162,3.5966885089874268,159262,0,0.0,0.0,3.4346567074457806,3.251690373420715,3.386749637744338,3.27207220223327,0.07953459162267862,0.06459417661215573,59.81187366273363,3.686744563218385,3.195793660048217,AFSI
2007-03-28 00:00:00-04:00,3.59341854987627,3.59341854987627,3.4593596427265787,3.521484851837158,245896,0,0.0,0.0,3.4452287832895916,3.266207904815674,3.395442232201939,3.2818530904530308,0.07619004499809723,0.06691335028934403,51.05575253160659,3.6855348019247107,3.1960224242563195,AFSI
2007-03-29 00:00:00-04:00,3.557518854448584,3.6099317784693783,3.3511429897423053,3.462520122528076,349765,0.008264 USD,0.0,0.0,3.4500207185745237,3.2798731231689455,3.399769838029432,3.288938072103033,0.06799767199978746,0.06713021463143272,53.4696684031037,3.6698234201077495,3.1992979168292015,AFSI
2007-03-30 00:00:00-04:00,3.4592435359954834,3.5247590080433406,3.3904514776248136,3.4592435359954834,217940,0,0.0,0.0,3.454267454147339,3.292884268760681,3.4036068508014354,3.295616717745874,0.060542863779140976,0.06581274446097438,56.12889872008527,3.6695738761287995,3.199208787216538,AFSI
2007-04-02 00:00:00-04:00,3.4461412934332833,3.5804488658905034,3.426486683467921,3.580448865890503,263743,0,0.0,0.0,3.460483519236247,3.3079271364212035,3.4150160130652463,3.3067866059084086,0.06368105614742081,0.06538640679826367,71.10759072988242,3.68673879816216,3.200038149812999,AFSI
2007-04-03 00:00:00-04:00,3.603379423380405,3.603379423380405,3.5444152197589216,3.5706214904785156,523005,0,0.0,0.0,3.4639742215474447,3.323754382133484,3.425055076124167,3.3171330719699816,0.06463009365497552,0.06523514416960605,67.43985641269595,3.6986414423978453,3.1989346274340025,AFSI
2007-04-04 00:00:00-04:00,3.5837244987487793,3.6688953435871423,3.5116569771192583,3.5837244987487793,1077144,0,0.0,0.0,3.4681197007497153,3.3391897106170654,3.4352918130676904,3.327587637726013,0.06568237049692671,0.06532458943507018,63.62177401865105,3.7134849059860393,3.205028868885787,AFSI
