Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company
2009-12-03 00:00:00-05:00,3.1625349723591385,3.175221303204821,3.1462238767928072,3.1661593914031982,65400,0.0,0.0,3.228263187408447,3.2705147552490232,3.2169820817016035,3.2492836492595774,-0.036815010111921787,-0.036978789984554866,35.16423943307687,3.3010064476478216,3.0983708745491385,ARI
2009-12-04 00:00:00-05:00,3.167973019735351,3.202407606771549,3.1589114500463795,3.187908887863159,87400,0.0,0.0,3.223067831993103,3.267216296195984,3.215106391776543,3.246876795871483,-0.03277879424251928,-0.03613879083614775,41.000369659505445,3.283689823170272,3.104451022128495,ARI
2009-12-07 00:00:00-05:00,3.187908092531202,3.200594425201416,3.1444119466576237,3.200594425201416,51000,0.0,0.0,3.2189598719278973,3.2629754304885865,3.2141701358684704,3.245061800943245,-0.028231017642727174,-0.03455723619746364,45.714232019695174,3.2701262961895825,3.1100401628939744,ARI
2009-12-08 00:00:00-05:00,3.19878211060575,3.202406875924792,3.1643475314281413,3.193345308303833,67900,0.0,0.0,3.215274755160014,3.25978569984436,3.212826598606236,3.2430337031926797,-0.024924500940786132,-0.03263068914612814,46.15340830034026,3.254278489661276,3.117369893479288,ARI
2009-12-09 00:00:00-05:00,3.2386540170367644,3.2386540170367644,3.1806588057517176,3.209656238555908,65500,0.0,0.0,3.212556274731954,3.2569946813583375,3.2126220592481505,3.2417247830108455,-0.020748728451170706,-0.030254297007136655,54.28565343169253,3.2496553696004726,3.1192743503244538,ARI
2009-12-10 00:00:00-05:00,3.227780818939209,3.2404671568988075,3.211469714226358,3.227780818939209,101000,0.0,0.0,3.2112272580464682,3.255218605995178,3.213600043744348,3.2411779608903895,-0.015794823610197906,-0.027362402327748905,58.2610277253161,3.241899885234052,3.1239490136535824,ARI
2009-12-11 00:00:00-05:00,3.220530673166514,3.249528107213711,3.204219573305381,3.2187182903289795,149500,0.0,0.0,3.2092941204706826,3.2538049936294557,3.213930253201421,3.2402971894958243,-0.012456497899024477,-0.02438122144200402,64.42312922244415,3.242517902077127,3.1236933930507416,ARI
2009-12-14 00:00:00-05:00,3.240467057266908,3.253153740513223,3.2205315320905297,3.2459042072296143,80900,0.0,0.0,3.2092941204706826,3.2523913860321043,3.2159930889451758,3.2405170725442085,-0.007530369023279526,-0.021011050958259125,71.30409715954522,3.248080107413957,3.1206686051257155,ARI
2009-12-15 00:00:00-05:00,3.2585894992335818,3.2585894992335818,3.222342881476109,3.249527931213379,143900,0.0,0.0,3.21020028591156,3.2506515645980834,3.2181566271560276,3.2408704395508425,-0.003295978172942249,-0.01746803640119575,69.15843038802616,3.2546939100892027,3.1173170123427427,ARI
2009-12-16 00:00:00-05:00,3.249527931213379,3.265839030191074,3.240466017516514,3.249527931213379,171000,0.0,0.0,3.2094753344853717,3.2487667322158815,3.220180582256502,3.241209949027805,5.9125520888159144e-05,-0.013962604016778969,77.89494382722631,3.2619061450995073,3.1142729778252978,ARI
2009-12-17 00:00:00-05:00,3.216906367143749,3.262214907526055,3.216906367143749,3.247716188430786,149800,0.0,0.0,3.207481781641642,3.2475706005096434,3.221957072977424,3.241465095671059,0.002542567731165235,-0.010661569667190129,88.09533131515933,3.2692966165056916,3.112319594431808,ARI
2009-12-18 00:00:00-05:00,3.24046617398004,3.316584524325713,3.24046617398004,3.262214422225952,1370600,0.0,0.0,3.206213140487671,3.2461932611465456,3.2245543213160386,3.242278794751643,0.005615863694601764,-0.00740608299483175,89.13048141035632,3.279001840984005,3.1095012813457066,ARI
