Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend
2001-10-03 00:00:00-04:00,8.82099493593786,9.12854188664532,8.80701589268166,9.051654815673828,2539400,0.0,0.0,9.91045627593994,10.147081069946289,9.657185132992552,9.937656759629633,-0.4509710772561188,-0.4008578639528326,37.480042625057706,11.158939375590794,8.002611909199246,ACN,0
2001-10-04 00:00:00-04:00,9.065636179968598,9.64578091264442,9.065636179968598,9.429100036621094,3108500,0.0,0.0,9.897408898671468,10.123595714569092,9.642469965484716,9.917713358727337,-0.3928741102621877,-0.3992611132147037,36.56954313488045,11.05473185040576,8.004769988278321,ACN,0
2001-10-05 00:00:00-04:00,9.43608925265366,9.603841790497176,9.31027451597636,9.47103786468506,2172300,0.0,0.0,9.874808915456136,10.103185729980469,9.631409829949256,9.900196672686464,-0.3395338779255183,-0.3873156661568666,40.77327399336264,10.949564047914505,8.015577057737351,ACN,0
2001-10-08 00:00:00-04:00,9.505983286474663,9.56888996711228,9.247364044189451,9.247364044189451,576100,0.0,0.0,9.825414975484213,10.078442211151122,9.606632682480882,9.874595393137565,-0.3117166915140963,-0.3721958712283126,38.92611488356568,10.749697929259751,8.065164608124281,ACN,0
2001-10-09 00:00:00-04:00,9.422109375645627,9.645780088762768,9.352212819400345,9.366191864013672,1601100,0.0,0.0,9.777419153849284,10.058032264709473,9.59112037161203,9.854657999838588,-0.2768911303053336,-0.3531349230437168,45.027115315341995,10.609155491629425,8.100162478646457,ACN,0
2001-10-10 00:00:00-04:00,9.331242553349952,9.610830070585852,9.29629394704816,9.554912567138672,1700400,0.0,0.0,9.738509782155354,10.040138626098631,9.588784384226653,9.84290327698761,-0.23139604899157,-0.3287871482332875,57.500005685009526,10.529996000604916,8.121307290715885,ACN,0
2001-10-11 00:00:00-04:00,10.83402710624259,10.83402710624259,10.274851380344478,10.5963773727417,4214100,0.0,0.0,9.736412811279298,10.049364986419675,9.653790383485688,9.872451280742672,-0.1100349489512968,-0.2850367083768894,69.7865618280208,10.630810788225862,8.065226504254607,ACN,0
2001-10-12 00:00:00-04:00,10.666278095149137,11.567948341369627,10.666278095149137,11.567948341369627,5193300,0.0,0.0,9.763206799825031,10.077882995605467,9.777284445284652,9.938941361551572,0.0638067303320717,-0.2152680206350971,73.82649864802019,10.929443206772168,7.864449844375294,ACN,0
2001-10-15 00:00:00-04:00,11.539987286468074,12.546503799197255,11.539987286468074,12.231966972351074,3277900,0.0,0.0,9.8102707862854,10.117025260925294,9.9356510599341,10.028863934524102,0.2522504811841468,-0.1217643202712483,81.00265500265496,11.462964927637564,7.533629310643688,ACN,0
2001-10-16 00:00:00-04:00,12.336814620870012,12.616402227038902,11.812587359361268,12.197021484375,1996000,0.0,0.0,9.8589656829834,10.15183406829834,10.08154592602706,10.113889720792764,0.3942292729113656,-0.0185656016347255,87.34007085577734,11.892019456723885,7.307276159426021,ACN,0
2001-10-17 00:00:00-04:00,12.33681226783528,12.399719633872142,11.777637162150532,11.868502616882324,1877100,0.0,0.0,9.904864533742268,10.172523517608642,10.196833454469337,10.182698069659022,0.4747669434057968,0.0801009073733789,85.87411826780227,12.212867120855908,7.198216195947072,ACN,0
