Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_30,SMA_50,EMA_30,EMA_50,MACD,Signal_Line,RSI,Upper_Band,Lower_Band,Company,Trend
2010-09-30 00:00:00-04:00,12.579999923706056,12.779999732971191,11.880000114440918,11.899999618530272,770200,0.0,0.0,12.199666627248128,11.336599979400637,11.991619455588188,11.62189684717939,0.103207721163443,0.2888697878849731,38.8384695307939,14.12818448361178,11.104815413391396,AMRC,4
2010-10-01 00:00:00-04:00,11.899999618530272,12.300000190734863,11.850000381469728,12.300000190734863,139800,0.0,0.0,12.272999954223632,11.379199981689451,12.011514986887974,11.648489135161958,0.1057803958452279,0.2522519094770241,33.13492239948246,14.128295926257657,11.109703989819003,AMRC,4
2010-10-04 00:00:00-04:00,12.31999969482422,12.31999969482422,11.710000038146973,11.93000030517578,49300,0.0,0.0,12.29633331298828,11.416599979400637,12.006255975164608,11.65952878888799,0.0770748891741597,0.2172165054164512,32.42718834939518,14.099997565855174,11.037002422700732,AMRC,4
2010-10-05 00:00:00-04:00,12.0600004196167,12.220000267028809,11.720000267028809,12.100000381469728,76800,0.0,0.0,12.31633332570394,11.459999980926511,12.012304001377842,11.676802184675507,0.0672677331769797,0.1872267509685569,35.181650356342416,14.081878756446065,10.99412126644212,AMRC,4
2010-10-06 00:00:00-04:00,12.06999969482422,12.25,11.960000038146973,12.1899995803833,85100,0.0,0.0,12.336333306630452,11.50379997253418,12.02376823228142,11.696927572742482,0.0659969033697098,0.1629807814487875,40.0414907793322,14.053685281346516,10.961314680506511,AMRC,4
2010-10-07 00:00:00-04:00,12.220000267028809,12.239999771118164,12.0600004196167,12.109999656677246,23300,0.0,0.0,12.3549999554952,11.545999965667724,12.02933154998438,11.713126477994823,0.0578673772322506,0.1419581006054801,40.63157345251255,13.994349095937688,10.926650812509576,AMRC,1
2010-10-08 00:00:00-04:00,12.109999656677246,12.229999542236328,12.09000015258789,12.18000030517578,21200,0.0,0.0,12.395999972025551,11.586599979400637,12.039052114835435,11.731435255531334,0.056422730398145,0.1248510265640131,41.841006521496666,13.918122253389344,10.907877674131406,AMRC,1
2010-10-11 00:00:00-04:00,12.210000038146973,12.43000030517578,12.130000114440918,12.260000228881836,22500,0.0,0.0,12.429666646321614,11.631799983978272,12.053306831870689,11.752163293701942,0.0610296508049774,0.112086751412206,50.36320451261229,13.632991466392417,11.01900848401652,AMRC,1
2010-10-12 00:00:00-04:00,12.220000267028809,12.75,12.199999809265137,12.720000267028809,48400,0.0,0.0,12.472333335876463,11.683599987030028,12.096319311558313,11.7901176848128,0.1006387265222823,0.1097971464342213,61.650486223456525,13.419128991474174,11.130871008525826,AMRC,4
2010-10-13 00:00:00-04:00,12.75,12.949999809265137,12.539999961853027,12.949999809265137,94700,0.0,0.0,12.497999986012776,11.742599983215332,12.151395472700688,11.835603258320736,0.1488721399091392,0.1176121451292049,67.56097294332542,13.24088369942774,11.239116319645746,AMRC,4
2010-10-14 00:00:00-04:00,12.970000267028809,12.970000267028809,12.520000457763672,12.5600004196167,26700,0.0,0.0,12.521000003814695,11.79239999771118,12.17775708217914,11.864010990136263,0.1538542402270675,0.1248605641487774,59.62442239451541,13.129915743287617,11.291084355894515,AMRC,4
2010-10-15 00:00:00-04:00,12.65999984741211,12.68000030517578,12.470000267028809,12.529999732971191,34600,0.0,0.0,12.530333328247073,11.842999992370606,12.200482414488306,11.890128195737637,0.1536110533337567,0.1306106619857732,63.34164131859139,13.04331031547719,11.33068975700206,AMRC,4
2010-10-18 00:00:00-04:00,12.510000228881836,13.0,12.260000228881836,12.970000267028809,38900,0.0,0.0,12.531333351135254,11.902399997711182,12.250128727555436,11.932476120101995,0.1867697266802466,0.1418424749246679,63.79310061333462,13.045720361232984,11.329279734134449,AMRC,4
2010-10-19 00:00:00-04:00,12.850000381469728,13.0,12.739999771118164,12.81999969482422,54900,0.0,0.0,12.535000006357828,11.958799991607666,12.286894596411488,11.967280966169534,0.1986544567139638,0.1532048712825271,54.49437600256314,13.12072563008839,11.313274480537832,AMRC,4
2010-10-20 00:00:00-04:00,12.93000030517578,13.0,12.829999923706056,12.899999618530272,23000,0.0,0.0,12.538333320617676,12.016799983978272,12.32644975912883,12.003858168222896,0.2120837467315883,0.1649806463723394,66.44736346775954,13.199894099158309,11.348105950432757,AMRC,4
2010-10-21 00:00:00-04:00,12.970000267028809,12.989999771118164,12.399999618530272,12.510000228881836,30300,0.0,0.0,12.52033332188924,12.065199985504153,12.338291724919346,12.023706876484033,0.1890772990329114,0.1697999769044538,53.46534746953672,13.181668790896328,11.466331258694735,AMRC,4
2010-10-22 00:00:00-04:00,12.5600004196167,12.640000343322754,12.460000038146973,12.59000015258789,12500,0.0,0.0,12.502333323160808,12.114799995422365,12.354530978317316,12.045914455939084,0.1752793376383294,0.1708958490512289,62.04379384204791,13.185697902226556,11.547302185511482,AMRC,4
2010-10-25 00:00:00-04:00,12.649999618530272,12.890000343322754,12.539999961853027,12.800000190734863,16400,0.0,0.0,12.462333329518636,12.17079999923706,12.383270927505547,12.07548644553892,0.1792236234903299,0.1725614039390491,62.58992583637761,13.153741892375905,11.71325821062092,AMRC,4
2010-10-26 00:00:00-04:00,12.739999771118164,12.739999771118164,12.289999961853027,12.390000343322754,21700,0.0,0.0,12.417333348592122,12.218000011444092,12.383705083364722,12.087820323883385,0.1475649009484474,0.1675621033409288,53.22581836013568,13.127132565917568,11.793867533264564,AMRC,1
2010-10-27 00:00:00-04:00,12.289999961853027,12.510000228881836,12.0,12.5,33800,0.0,0.0,12.379000027974447,12.267000007629395,12.39120798121216,12.103984232750705,0.1298543085956041,0.1600205443918638,56.23003720548452,13.127132565917568,11.793867533264564,AMRC,4
2010-10-28 00:00:00-04:00,12.520000457763672,12.529999732971191,12.119999885559082,12.300000190734863,28600,0.0,0.0,12.3506667137146,12.312000007629395,12.38532360763298,12.111671133063808,0.0985442664564626,0.1477252888047836,51.84048945151139,13.098560589588732,11.862439566813856,AMRC,1
2010-10-29 00:00:00-04:00,12.390000343322754,13.75,12.390000343322754,13.119999885559082,297000,0.0,0.0,12.354666709899902,12.37239999771118,12.4327220771766,12.15121343708323,0.13830367614589,0.1458409662730049,60.74999827146491,13.195413082319565,11.847587043565444,AMRC,4
2010-11-01 00:00:00-04:00,13.100000381469728,13.5,12.199999809265137,12.369999885559082,188400,0.0,0.0,12.335000038146973,12.395200004577635,12.428675484169018,12.159793297807774,0.1080490407043175,0.1382825811592674,45.92074053161242,13.162608816994108,11.92439126692923,AMRC,1
2010-11-02 00:00:00-04:00,12.479999542236328,12.699999809265137,12.220000267028809,12.649999618530272,72700,0.0,0.0,12.349000040690104,12.418199996948244,12.442954460579422,12.179017075091007,0.1054500994335025,0.1317160848141144,46.54377596647985,13.155029511125264,11.986970496504131,AMRC,4
2010-11-03 00:00:00-04:00,12.6899995803833,12.710000038146973,12.239999771118164,12.300000190734863,611500,0.0,0.0,12.36700003941854,12.43239999771118,12.43373160446042,12.183761510998613,0.07429199907601,0.1202312676664936,46.97674098821967,13.147345073682343,12.005654994982203,AMRC,1
2010-11-04 00:00:00-04:00,12.4399995803833,12.4399995803833,11.600000381469728,12.1899995803833,133600,0.0,0.0,12.389666684468589,12.44519998550415,12.418006957745767,12.18400614117056,0.0402587720547629,0.1042367685441474,46.11871897564035,13.138559502763494,12.022440558271663,AMRC,1
2010-11-05 00:00:00-04:00,12.229999542236328,12.25,11.850000381469728,11.869999885559082,504500,0.0,0.0,12.394000021616618,12.46359998703003,12.382651662765982,12.171692170362268,-0.0123912677576036,0.0809111612837972,37.089192313650585,13.18381036092078,11.946189658152706,AMRC,0
2010-11-08 00:00:00-05:00,11.899999618530272,12.050000190734863,11.619999885559082,11.68000030517578,118600,0.0,0.0,12.401333363850911,12.472199993133543,12.337319317115002,12.152410136433383,-0.0686567496040488,0.050997579106228,36.744184911798314,13.260355161356916,11.811644865345963,AMRC,0
2010-11-09 00:00:00-05:00,11.59000015258789,11.899999618530272,11.510000228881836,11.770000457763672,84100,0.0,0.0,12.398666699727375,12.478800010681152,12.300718100382658,12.137413678446338,-0.1047774796236939,0.0198425673602436,36.89095358634852,13.283226530102333,11.693773515674035,AMRC,0
2010-11-10 00:00:00-05:00,12.100000381469728,12.220000267028809,11.869999885559082,12.020000457763672,120200,0.0,0.0,12.382666714986163,12.47560001373291,12.28260728472982,12.132809238419568,-0.1119401315806971,-0.0065139724279445,44.12470040433979,13.231845929823216,11.652154180803004,AMRC,0
2010-11-11 00:00:00-05:00,12.100000381469728,12.149999618530272,11.989999771118164,12.06999969482422,63500,0.0,0.0,12.388333384195963,12.479600009918212,12.268890666026234,12.130346119062889,-0.1122876817919724,-0.0276687143007501,43.71979741549498,13.222193298037425,11.612806740109548,AMRC,0
2010-11-12 00:00:00-05:00,11.979999542236328,12.0600004196167,11.8100004196167,11.93000030517578,37900,0.0,0.0,12.376000054677329,12.473200016021728,12.24702677177782,12.12248942047908,-0.1224483897437931,-0.0466246493893587,39.3120324033947,13.218830416810189,11.556169678557245,AMRC,0
2010-11-15 00:00:00-05:00,11.899999618530272,11.949999809265137,11.779999732971191,11.880000114440918,34700,0.0,0.0,12.374333381652832,12.452000026702882,12.223347632594791,12.112980035928564,-0.1330022543259907,-0.0639001703766851,43.126676321662515,13.146260926217527,11.519739153891114,AMRC,0
2010-11-16 00:00:00-05:00,11.770000457763672,11.770000457763672,11.510000228881836,11.59000015258789,34800,0.0,0.0,12.357333374023437,12.4296000289917,12.182486504852411,12.092471020895596,-0.1628891565330708,-0.0836979676079622,38.30333629323961,13.115157919872438,11.42784220601257,AMRC,0
2010-11-17 00:00:00-05:00,11.649999618530272,12.149999618530272,11.649999618530272,12.0,95400,0.0,0.0,12.351000054677328,12.413600025177002,12.17071318195871,12.08884470635067,-0.151741993436989,-0.0973067727737676,46.341458876026685,13.023739249728928,11.429260914303056,AMRC,0
2010-11-18 00:00:00-05:00,12.149999618530272,12.40999984741211,12.050000190734863,12.260000228881836,70700,0.0,0.0,12.356000073750812,12.397800025939942,12.176473636598912,12.095556687626402,-0.1205384486111729,-0.1019531079412486,37.85310551819432,13.000287669233858,11.427712494798124,AMRC,0
