Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2006-11-13 00:00:00-05:00,2.4596660877556604,2.6423469395769748,2.4466175227032987,2.5444822311401367,1856711,0,0.0,0.0
2006-11-14 00:00:00-05:00,2.560793288335328,2.560793288335328,2.4596663795827847,2.5281717777252197,284410,0,0.0,0.0
2006-11-15 00:00:00-05:00,3.1218842158887234,3.1218842158887234,2.5281715675491343,2.6097257137298584,1202877,0,0.0,0.0
2006-11-16 00:00:00-05:00,2.6097258013170412,2.6097258013170412,2.52817165239921,2.560793161392212,1074717,0,0.0,0.0
2006-11-17 00:00:00-05:00,2.5444824068957113,2.560793161392212,2.5444824068957113,2.560793161392212,6292,0,0.0,0.0
2006-11-20 00:00:00-05:00,2.5607935758229328,2.5607935758229328,2.4466180876519643,2.4883739948272705,321271,0,0.0,0.0
2006-11-21 00:00:00-05:00,2.495551109313965,2.560793959413973,2.479239785081366,2.495551109313965,2002487,0,0.0,0.0
2006-11-22 00:00:00-05:00,2.609725621054896,2.609725621054896,2.511860912618058,2.5444822311401367,38139,0,0.0,0.0
2006-11-24 00:00:00-05:00,2.5444822311401367,2.5444822311401367,2.5444822311401367,2.5444822311401367,5687,0,0.0,0.0
2006-11-28 00:00:00-05:00,2.515123086216596,2.5444824066640925,2.5118610858917236,2.5118610858917236,35525,0,0.0,0.0
2006-11-29 00:00:00-05:00,2.5281716521690765,2.5281716521690765,2.5118610858917236,2.5118610858917236,219740,0,0.0,0.0
2006-11-30 00:00:00-05:00,2.5607929845100013,2.5607929845100013,2.511860912618058,2.5444822311401367,724066,0,0.0,0.0
2006-12-01 00:00:00-05:00,2.560793075447298,2.6097257137298584,2.560793075447298,2.6097257137298584,6050,0,0.0,0.0
2006-12-04 00:00:00-05:00,2.531433386903963,2.5346953868865967,2.531433386903963,2.5346953868865967,488,0,0.0,0.0
2006-12-05 00:00:00-05:00,2.560792513231435,2.7239005815652404,2.560792513231435,2.6749677658081055,141318,0,0.0,0.0
2006-12-06 00:00:00-05:00,2.6097588539123535,2.6097588539123535,2.6097588539123535,2.6097588539123535,1210,0,0.0,0.0
2006-12-07 00:00:00-05:00,2.7239017288638503,2.7239017288638503,2.691279649734497,2.691279649734497,762300,0,0.0,0.0
2006-12-08 00:00:00-05:00,2.691280073259857,2.740212917327881,2.691280073259857,2.740212917327881,6400,0,0.0,0.0
2006-12-11 00:00:00-05:00,2.740212917327881,2.740212917327881,2.7336881616833617,2.740212917327881,48763,0,0.0,0.0
2006-12-12 00:00:00-05:00,2.740212917327881,2.740212917327881,2.740212917327881,2.740212917327881,1210,0,0.0,0.0
2006-12-13 00:00:00-05:00,2.740212917327881,2.8054563329831304,2.7141154004916017,2.740212917327881,557568,0,0.0,0.0
2006-12-14 00:00:00-05:00,2.8380774039276893,2.935942141994161,2.8380774039276893,2.8739607334136963,3205800,0,0.0,0.0
2006-12-15 00:00:00-05:00,2.8739609449687107,2.880485700494753,2.7728341983707425,2.8217668533325195,2263360,0,0.0,0.0
2006-12-18 00:00:00-05:00,2.8217655690187198,2.8217655690187198,2.671706047540164,2.678230047225952,550731,0,0.0,0.0
2006-12-19 00:00:00-05:00,2.6782308232223366,2.7956690627753105,2.6260369284369025,2.7663097381591797,127628,0,0.0,0.0
2006-12-20 00:00:00-05:00,2.6586578703750456,2.8217659796118264,2.6586578703750456,2.776095151901245,288768,0,0.0,0.0
2006-12-21 00:00:00-05:00,2.7728336249620122,2.8021929483629004,2.6978042220244434,2.7826201915740967,126459,0,0.0,0.0
2006-12-22 00:00:00-05:00,2.7891443742308466,2.808717885163054,2.6945423965711166,2.7499990463256836,69115,0,0.0,0.0
