Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-01-13 00:00:00-05:00,12.707131970131783,12.984528305951287,12.500559703755082,12.541873931884766,15536900,0.0,0.0
2011-01-14 00:00:00-05:00,12.488752277457328,12.65991246745609,12.488752277457328,12.577282905578613,1304800,0.0,0.0
2011-01-18 00:00:00-05:00,12.57138130190787,12.659913059900175,12.512361630883754,12.612696647644043,124800,0.0,0.0
2011-01-19 00:00:00-05:00,12.642208968368974,12.642208968368974,12.323497278691502,12.541873931884766,1010200,0.0,0.0
2011-01-20 00:00:00-05:00,12.423830983876696,12.630403228117759,12.412027724053221,12.518263816833496,736600,0.0,0.0
2011-01-21 00:00:00-05:00,12.571383773197885,12.571383773197885,12.412029054087435,12.541873931884766,636800,0.0,0.0
2011-01-24 00:00:00-05:00,12.512355252251789,12.624493470613492,12.453334485587607,12.571374893188477,354300,0.0,0.0
2011-01-25 00:00:00-05:00,12.512367135412832,12.67172189330171,12.482856161190032,12.553681373596191,295700,0.0,0.0
2011-01-26 00:00:00-05:00,12.565485763285311,12.60680000146867,12.51826820452883,12.553681373596191,346800,0.0,0.0
2011-01-27 00:00:00-05:00,12.512360203344782,12.630400657653809,12.512360203344782,12.630400657653809,450400,0.0,0.0
2011-01-28 00:00:00-05:00,12.5477672619593,12.618591281374325,12.5477672619593,12.571374893188477,475300,0.0,0.0
2011-01-31 00:00:00-05:00,12.57138129875725,12.63040209549464,12.541871463252587,12.56548023223877,197600,0.0,0.0
2011-02-01 00:00:00-05:00,12.553669451198468,12.63039565985266,12.518256315763464,12.571374893188477,560900,0.0,0.0
2011-02-02 00:00:00-05:00,12.48285524102078,12.54187605938712,12.42973661706392,12.459247589111328,168300,0.0,0.0
2011-02-03 00:00:00-05:00,12.40611844473933,12.559571992071486,12.40611844473933,12.500551223754883,549400,0.0,0.0
2011-02-04 00:00:00-05:00,12.453337270231343,12.559574448836665,12.394316490369746,12.429728507995605,219600,0.0,0.0
2011-02-07 00:00:00-05:00,12.435629014630914,12.512356355779568,12.364804988969562,12.488747596740723,454900,0.0,0.0
2011-02-08 00:00:00-05:00,12.518259586305891,12.518259586305891,12.358904938125066,12.36480712890625,247100,0.0,0.0
2011-02-09 00:00:00-05:00,12.276277762048498,12.512360935945125,12.164139492748403,12.476947784423828,423900,0.0,0.0
2011-02-10 00:00:00-05:00,12.400221741342532,12.600891766961306,12.400221741342532,12.535968780517578,256000,0.0,0.0
2011-02-11 00:00:00-05:00,12.459236801471482,12.624493598937988,12.406118223506532,12.624493598937988,175600,0.0,0.0
2011-02-14 00:00:00-05:00,12.518263449918463,12.71893349550199,12.482851420029643,12.600893020629883,154900,0.0,0.0
2011-02-15 00:00:00-05:00,12.482849621168539,12.630401037791637,12.453339788135109,12.559576988220215,183800,0.0,0.0
2011-02-16 00:00:00-05:00,12.624493470613492,12.624493470613492,12.500550873773454,12.571374893188477,56200,0.0,0.0
2011-02-17 00:00:00-05:00,12.571379519042498,12.91960093219495,12.571379519042498,12.713029861450195,146600,0.0,0.0
2011-02-18 00:00:00-05:00,12.713028609232026,12.742538437652335,12.57728047160634,12.695322036743164,223300,0.0,0.0
2011-02-22 00:00:00-05:00,12.683519454282392,12.730735861889363,12.547772423128341,12.642205238342285,118100,0.0,0.0
2011-02-23 00:00:00-05:00,12.518262007906165,12.683520004564361,12.335298561207166,12.524164199829102,171700,0.0,0.0
2011-02-24 00:00:00-05:00,12.406120119530291,12.530062736572287,12.394315739127908,12.441532135009766,78400,0.0,0.0
2011-02-25 00:00:00-05:00,12.47104486232229,12.659911615527019,12.39431862330782,12.630400657653809,85900,0.0,0.0
2011-02-28 00:00:00-05:00,12.677615181260531,12.748440343907204,12.589084572248018,12.724831581115723,133100,0.0,0.0
2011-03-01 00:00:00-05:00,12.713027554083626,12.801558157724536,12.577279427724681,12.68941879272461,219400,0.0,0.0
2011-03-02 00:00:00-05:00,12.677613268198536,12.701222027427436,12.41202148123901,12.494649887084961,170400,0.0,0.0
2011-03-03 00:00:00-05:00,12.500555925953256,12.695323746652473,12.429730752186291,12.68351936340332,53700,0.0,0.0
2011-03-04 00:00:00-05:00,12.68942847783539,12.74844930055243,12.51826820452883,12.553681373596191,115700,0.0,0.0
2011-03-07 00:00:00-05:00,12.68941975699309,12.68941975699309,12.341198380580172,12.412023544311523,212400,0.0,0.0
2011-03-08 00:00:00-05:00,12.42973281233235,12.654011628327178,12.37071201203223,12.600893020629883,214400,0.0,0.0
2011-03-09 00:00:00-05:00,12.565478676587487,12.654009297869132,12.370709733748773,12.48284912109375,186400,0.0,0.0
2011-03-10 00:00:00-05:00,12.39432154683124,12.459244543738142,12.22906352094467,12.258574485778809,162500,0.0,0.0
2011-03-11 00:00:00-05:00,12.22286499166544,12.508501278876151,12.169308045936218,12.318077087402344,52600,0.17,0.0
2011-03-14 00:00:00-04:00,12.246669008707922,12.538256230936938,12.193112056153833,12.490650177001953,120400,0.0,0.0
2011-03-15 00:00:00-04:00,12.34188176587321,12.466848373413086,12.258571450858568,12.466848373413086,160300,0.0,0.0
2011-03-16 00:00:00-04:00,12.490648441450977,12.615615025052612,12.36568299286704,12.40733814239502,241300,0.0,0.0
2011-03-17 00:00:00-04:00,12.5442096524964,12.639421779515803,12.407342361783266,12.454948425292969,167400,0.0,0.0
2011-03-18 00:00:00-04:00,12.556110515934094,12.794140815734863,12.484700858484864,12.794140815734863,535500,0.0,0.0
2011-03-21 00:00:00-04:00,12.794143568430801,12.82984783732829,12.687029626720088,12.770339965820312,84600,0.0,0.0
2011-03-22 00:00:00-04:00,12.817944413223941,12.823894177578211,12.532306918445018,12.794140815734863,115900,0.0,0.0
2011-03-23 00:00:00-04:00,12.794137171223467,12.817940761931903,12.514451790505412,12.710826873779297,117500,0.0,0.0
2011-03-24 00:00:00-04:00,12.76438504648187,12.782236606213809,12.562059046056138,12.728679656982422,191300,0.0,0.0
2011-03-25 00:00:00-04:00,12.687030653452767,12.83579977675314,12.687030653452767,12.788193702697754,167500,0.0,0.0
2011-03-28 00:00:00-04:00,12.823894811037755,12.82984571070398,12.746535385412946,12.764388084411621,142600,0.0,0.0
2011-03-29 00:00:00-04:00,12.740584572071329,12.794141534412173,12.603717283874975,12.65727424621582,240800,0.0,0.0
2011-03-30 00:00:00-04:00,12.752484491895915,12.752484491895915,12.466848158190054,12.544207572937012,449400,0.0,0.0
2011-03-31 00:00:00-04:00,12.448997296558986,12.675125810317393,12.21096698338749,12.65727424621582,3116400,0.0,0.0
2011-04-01 00:00:00-04:00,12.675127803525433,13.020272095653763,12.657276236616639,12.895306587219238,737700,0.0,0.0
2011-04-04 00:00:00-04:00,12.895297450976631,13.061919145857079,12.85959320743705,12.936952590942383,417000,0.0,0.0
2011-04-05 00:00:00-04:00,12.936962154594548,12.978617325353895,12.895306983835201,12.942913055419922,164700,0.0,0.0
2011-04-06 00:00:00-04:00,12.954811967136099,13.097630150030657,12.907205906171246,13.061925888061523,244900,0.0,0.0
2011-04-07 00:00:00-04:00,13.026218363431376,13.026218363431376,12.669173532022063,12.811991691589355,218700,0.0,0.0
2011-04-08 00:00:00-04:00,12.85364986304992,12.859600762972484,12.573963241779918,12.716782569885254,158100,0.0,0.0
2011-04-11 00:00:00-04:00,12.698929352850504,12.770337878976374,12.591815428643638,12.64537239074707,163100,0.0,0.0
2011-04-12 00:00:00-04:00,12.597768174332108,12.687029412578331,12.579915472675575,12.633472442626953,263700,0.0,0.0
2011-04-13 00:00:00-04:00,12.633465631774962,12.74057951393135,12.591810485384727,12.722726821899414,210400,0.0,0.0
2011-04-14 00:00:00-04:00,12.645373168755881,12.871501695424481,12.5561119380977,12.734634399414062,130100,0.0,0.0
2011-04-15 00:00:00-04:00,12.698928695814557,12.823894177578211,12.615618374638787,12.794140815734863,160400,0.0,0.0
2011-04-18 00:00:00-04:00,12.698930338273206,12.81794607107589,12.591816405754422,12.651324272155762,100000,0.0,0.0
2011-04-19 00:00:00-04:00,12.657274190107403,12.67512575412984,12.556111165580704,12.64537239074707,100400,0.0,0.0
2011-04-20 00:00:00-04:00,12.752488376857679,12.90720838850393,12.627521733404913,12.895306587219238,159600,0.0,0.0
2011-04-21 00:00:00-04:00,12.942906943998205,12.942906943998205,12.681073106406608,12.901251792907715,128500,0.0,0.0
2011-04-25 00:00:00-04:00,12.847694845786304,13.085725091316057,12.591811906210168,12.901251792907715,136900,0.0,0.0
2011-04-26 00:00:00-04:00,12.954811967136099,13.121432613004071,12.889353207677667,13.061925888061523,191700,0.0,0.0
2011-04-27 00:00:00-04:00,13.032175587591306,13.25830530126307,13.014324018366644,13.109536170959473,249800,0.0,0.0
2011-04-28 00:00:00-04:00,13.091679894122684,13.163089556589492,13.055975630398322,13.12143325805664,134700,0.0,0.0
2011-04-29 00:00:00-04:00,13.145239803406874,13.198796778505963,13.014323383730396,13.139288902282715,137000,0.0,0.0
2011-05-02 00:00:00-04:00,13.139287077244461,13.204745845499687,13.055976743114664,13.157139778137207,131000,0.0,0.0
